"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"novel_PB.137.4",1.68134655523894,-1.10726230862484,1.68933863083594,-0.655441300171375,0.512183668091051,0.999942619538179
"novel_PB.137.5",4.78431061044939,-0.121203238265228,0.746121381492948,-0.162444397482226,0.870955910965472,0.999942619538179
"ENSMUST00000037796.13_PB.139.1",2.69472220827456,-0.395472087680956,1.09825593832518,-0.360091007824682,0.718779077097337,0.999942619538179
"novel_PB.139.2",1.42958899032517,-1.15436280978528,1.76902065554376,-0.652543431964875,0.514050664246113,0.999942619538179
"ENSMUST00000177608.7_PB.14.1",0.891524042495622,0.0519251012830095,2.1282133414573,0.0243984474072762,0.980534786747764,NA
"ENSMUST00000037708.9_PB.140.1",1.66625095314854,0.825432242599276,1.29046159930883,0.639641073427814,0.522405973152571,0.999942619538179
"ENSMUST00000113575.8_PB.141.1",9.60728116347238,-0.560632309067148,0.586944862444397,-0.955170314861148,0.339491575066474,0.999942619538179
"novel_PB.141.2",6.55397795362497,-0.0742319727280586,0.798626155969244,-0.0929495887070812,0.925943610143624,0.999942619538179
"ENSMUST00000037330.4_PB.142.1",2.48357139435418,0.683384707668139,1.08954040351378,0.627222914785184,0.530513124564577,0.999942619538179
"ENSMUST00000113553.1_PB.143.3",1.81024253523489,2.84856941046263,1.63338198780217,1.74397013787055,0.0811642971185249,0.999942619538179
"novel_PB.144.11",2.67579391375678,0.0960172942104916,1.25201019381433,0.0766905051451446,0.938869758092194,0.999942619538179
"novel_PB.144.13",7.75192149995257,-0.450366115832769,0.59159572803729,-0.761273441454569,0.4464937602869,0.999942619538179
"novel_PB.144.4",1.2829611975071,0.1478413947804,1.74582163338649,0.0846829893461806,0.932513419918643,NA
"ENSMUST00000124341.7_PB.144.6",1.85191689893727,1.39479841810671,1.70100315885622,0.819985789470608,0.412224208253926,0.999942619538179
"ENSMUST00000036172.9_PB.146.1",3.15423090788991,-0.487087469521777,0.872349858940658,-0.558362524541786,0.576596857667904,0.999942619538179
"ENSMUST00000035779.14_PB.147.1",3.69382619894009,0.309051030995411,1.02237187121002,0.30228827660295,0.76243231448594,0.999942619538179
"ENSMUST00000142704.7_PB.147.12",1.26852743297727,-1.00803894505733,1.53611966537599,-0.656224230298228,0.511679860828632,NA
"ENSMUST00000142704.7_PB.147.15",38.4498436609455,0.0873263869543763,0.773527343512715,0.112893729855512,0.910114807402079,0.999942619538179
"ENSMUST00000035779.14_PB.147.16",26.55507196006,-0.42896760106422,0.539336881123566,-0.795361148250384,0.426403453093685,0.999942619538179
"ENSMUST00000142704.7_PB.147.17",7.69651236052698,-21.2723924656088,3.04177192402326,-6.99342126791429,NA,NA
"ENSMUST00000142704.7_PB.147.6",6.00957051785337,-0.528564743676378,0.704957450757738,-0.749782477095942,0.453385724017322,0.999942619538179
"ENSMUST00000142704.7_PB.147.7",2.49982791082596,-0.459937815043994,1.30113444384603,-0.353489846663701,0.723721239285736,0.999942619538179
"ENSMUST00000035779.14_PB.147.8",1.12642654919549,0.755635722120941,2.45100226506592,0.30829662334099,0.757856635184525,NA
"ENSMUST00000027464.8_PB.149.1",6.95446455690405,-0.975415524196759,0.923679548962087,-1.05601074018885,0.290963308034845,0.999942619538179
"ENSMUST00000027322.13_PB.151.1",3.08571052107761,-1.15612315436305,0.839286480536522,-1.377507181605,0.168355495976768,0.999942619538179
"novel_PB.152.1",3.93081009525888,0.125594097404233,1.52343007136055,0.0824416556856245,0.93429551232211,0.999942619538179
"ENSMUST00000160786.7_PB.152.3",2.02391082711331,-0.059585262033985,1.46009511850168,-0.0408091646078031,0.967448033146222,0.999942619538179
"novel_PB.152.4",12.6234316427453,-0.299947034825208,0.731983115591875,-0.409773160659141,0.681972356302542,0.999942619538179
"novel_PB.152.5",1.71794278936449,-0.792347723512705,2.06160495332223,-0.384335380178367,0.700729888313559,0.999942619538179
"novel_PB.152.6",0.99302624869015,-3.41722246815289,2.81487636474616,-1.21398669971818,0.224752803102619,NA
"ENSMUST00000073025.11_PB.152.7",1.78156098858388,-2.88449813436103,2.32197622444092,-1.24225997837491,0.214140656518323,0.999942619538179
"ENSMUST00000078332.12_PB.152.9",19.5731109597783,0.109030908915816,0.643781528187177,0.169360107648375,0.865513399667938,0.999942619538179
"ENSMUST00000113360.7_PB.156.4",27.2286603043749,0.0620355160536439,0.517395970455314,0.119899495929688,0.904562763785711,0.999942619538179
"novel_PB.156.7",3.15537351468001,0.611620561627335,1.08695191538968,0.562693301302169,0.573643746472435,0.999942619538179
"ENSMUST00000027425.15_PB.157.1",262.926502771788,-0.337310686131945,0.882394892442708,-0.382267269474076,0.702263129672592,0.999942619538179
"ENSMUST00000027425.15_PB.157.10",2.01796001564022,1.09028900079959,2.72393182156181,0.400262955250638,0.688962849832818,0.999942619538179
"ENSMUST00000027425.15_PB.157.8",7.6311608773992,-21.2450941135093,3.04180932159023,-6.98436090740972,NA,NA
"ENSMUST00000027429.10_PB.158.4",1.37106749245884,-2.53521967916744,2.34657925644603,-1.080389538177,0.279968752589071,NA
"ENSMUST00000027429.10_PB.158.5",0.955096709844939,-0.979833644365959,2.49364101789406,-0.392932919106958,0.694369027140791,NA
"ENSMUST00000027432.8_PB.159.1",1.99515923214266,-0.826472221062865,1.29090796244329,-0.640225519640149,0.522025994117533,0.999942619538179
"ENSMUST00000027432.8_PB.159.5",20.7759901134367,-0.817319442697498,1.17024903345371,-0.698414969235541,0.484917717553707,0.999942619538179
"ENSMUST00000027432.8_PB.159.6",5.73817443043174,0.920054201559559,2.92096596926357,0.314982855411876,NA,NA
"ENSMUST00000045897.14_PB.162.1",49.7317790515839,-0.725560655605851,0.806527419738602,-0.899610649122143,0.368327488047049,0.999942619538179
"ENSMUST00000027446.10_PB.163.2",4.54813420060715,0.667609142686652,0.842655135927192,0.792268526260232,0.428204119412718,0.999942619538179
"ENSMUST00000168237.7_PB.164.1",1.27183441989473,1.69604734966845,1.49939587429681,1.13115380583788,0.25799036095218,NA
"ENSMUST00000076362.11_PB.165.1",2.45305348930482,1.03796394877253,1.18113532284292,0.878784952662504,0.37951788651315,0.999942619538179
"novel_PB.165.5",2.15936723905094,0.756129702111884,1.07481015587942,0.703500704729766,0.481743767729599,0.999942619538179
"novel_PB.165.7",1.01166418128473,-0.430020087245446,1.78127246721559,-0.241411740853793,0.809236013930469,NA
"ENSMUST00000027472.6_PB.166.1",3.22658090431485,-0.847546690030507,0.984339093383077,-0.861031219554201,0.389220848740648,0.999942619538179
"ENSMUST00000169754.7_PB.168.1",1.14657027528912,-3.64326219988883,2.20879888932787,-1.64943137987427,0.0990592904241978,NA
"ENSMUST00000113190.2_PB.169.6",6.21476277342628,0.111933620698845,0.752885081573873,0.148672916276749,0.881811733368136,0.999942619538179
"ENSMUST00000027053.7_PB.17.1",1.4028491937212,-0.305576354261613,1.55076319541547,-0.19704901119977,0.84378918419144,NA
"ENSMUST00000027517.13_PB.171.3",9.92013862115044,-0.0999394259468333,0.500921035648286,-0.199511337784992,0.841862775360669,0.999942619538179
"ENSMUST00000066279.10_PB.173.1",1.74121554303405,-0.106700113959535,1.50805190421095,-0.0707536084544537,0.943593854329408,0.999942619538179
"ENSMUST00000066279.10_PB.173.2",6.64666666218117,-0.128526942376255,0.605238957969174,-0.212357351892079,0.831828255215898,0.999942619538179
"ENSMUST00000065587.4_PB.175.1",2.26352210108644,0.501638175336379,1.02951235637488,0.48725804234419,0.626075477499625,0.999942619538179
"ENSMUST00000036153.11_PB.176.2",15.4742372429938,-0.258416804093684,0.685650172731166,-0.376893078090138,0.706253065652614,0.999942619538179
"ENSMUST00000036153.11_PB.176.4",14.6443254265913,-0.470672905512298,0.684351703790296,-0.687764643392376,0.491601004597625,0.999942619538179
"novel_PB.177.1",2.19766475983909,0.332209182171274,1.00428921093106,0.330790352575119,0.740802848577578,0.999942619538179
"ENSMUST00000097648.5_PB.178.1",36.2807039444058,-0.187882579121771,0.890670586879315,-0.210945081031657,0.832930125944221,0.999942619538179
"ENSMUST00000178627.7_PB.179.2",0.969133114058684,0.151115881246537,2.11245299955135,0.0715357365482838,0.942971383747174,NA
"ENSMUST00000065373.5_PB.18.1",6.08420347484999,0.444121828440703,0.830623439019232,0.534684921683771,0.59286774974643,0.999942619538179
"ENSMUST00000065373.5_PB.18.3",7.11490209455209,-0.422397580141266,0.864323703335279,-0.488702992306361,0.625051985017183,0.999942619538179
"ENSMUST00000027532.12_PB.180.1",8.29502834936752,-0.443520801375685,0.559913153578562,-0.79212427595426,0.428288216430383,0.999942619538179
"ENSMUST00000047242.8_PB.181.1",1.1235746205024,-3.56569434079401,1.64568316976616,-2.1666955136332,0.0302580789143521,NA
"ENSMUST00000045970.7_PB.184.1",22.7777524705337,-0.0380029342759505,0.493488471878279,-0.0770087579377622,0.938616577832853,0.999942619538179
"ENSMUST00000060913.7_PB.185.2",6.78216621468627,-0.420083246217183,1.00464476541153,-0.418141078996322,0.675843972082679,0.999942619538179
"ENSMUST00000027487.14_PB.186.1",1.60154875363703,0.76805776427421,1.74612072311844,0.439865213272606,0.660034732167092,0.999942619538179
"ENSMUST00000027488.10_PB.187.1",5.97232064541067,0.620069259290861,0.646899735865228,0.95852452074589,0.337798332847732,0.999942619538179
"ENSMUST00000117814.7_PB.187.3",2.66999082166523,-0.784371149540561,1.29379948203965,-0.606254029646091,0.544346079756967,0.999942619538179
"ENSMUST00000027494.10_PB.189.4",4.59701769301804,0.0416575862428594,0.691965546759833,0.0602018213738002,0.951994895101477,0.999942619538179
"ENSMUST00000027494.10_PB.189.5",5.71175996061433,6.11483041245219,1.41974700877401,4.3069859451456,1.654941210646e-05,0.0187989500520738
"ENSMUST00000027494.10_PB.189.6",5.30911193605402,-3.32873174069294,1.40226702915049,-2.37382158425954,0.0176050550174528,0.999942619538179
"ENSMUST00000027494.10_PB.189.7",1.36778885177933,-3.85493546523818,2.25043590795491,-1.71297278523313,0.0867175464436021,NA
"ENSMUST00000027495.14_PB.190.2",7.36191712440773,-0.127538624113664,0.822222726501803,-0.155114447707235,0.876731092419347,0.999942619538179
"ENSMUST00000027499.12_PB.192.1",9.78636723121932,-0.00620740587495613,0.796975014183891,-0.00778870825870566,0.993785572763822,0.999942619538179
"ENSMUST00000027502.15_PB.193.1",3.41503466078294,-0.61643336155701,1.07836131916171,-0.571638977217962,0.567566583635249,0.999942619538179
"ENSMUST00000027502.15_PB.193.2",8.82981294821846,-0.463629533575374,0.62722550537534,-0.739175192338412,0.459800622649824,0.999942619538179
"ENSMUST00000027505.12_PB.194.1",2.61886135163829,-1.09567355853308,1.09460462483677,-1.00097654776167,0.316838146678338,0.999942619538179
"ENSMUST00000097633.9_PB.195.3",0.722099245046665,-0.239056841558134,2.55251833970066,-0.0936552885203436,0.925382988689656,NA
"ENSMUST00000059975.7_PB.197.1",13.8750920502062,0.29557346805996,1.38615104576092,0.213233232383926,0.831145048579957,0.999942619538179
"ENSMUST00000059975.7_PB.197.2",2.37062653989804,-4.67279600172588,2.48355396974845,-1.88149565447099,0.0599045258507929,0.999942619538179
"ENSMUST00000059975.7_PB.197.3",4.6974777090872,-0.593913942067721,1.20424960974705,-0.493181760044308,0.621884164698571,0.999942619538179
"ENSMUST00000059975.7_PB.197.5",0.991310443167678,2.41929149210309,1.99346835357204,1.21360917908129,0.22489700021013,NA
"ENSMUST00000027036.10_PB.2.1",11.0392981162079,0.0499732067490234,0.686196618744461,0.0728263669390556,0.941944288879545,0.999942619538179
"ENSMUST00000026879.7_PB.20.1",1.42103756026054,2.06366799318347,1.66255416137499,1.24126361782809,0.214508380157314,0.999942619538179
"ENSMUST00000026879.7_PB.20.8",8.15626823927048,-0.426893917434595,0.589358971276464,-0.724335995955073,0.468859483196236,0.999942619538179
"ENSMUST00000026879.7_PB.20.9",7.90402425876604,-0.467735607593981,0.637014019481928,-0.734262658731408,0.462788671506944,0.999942619538179
"ENSMUST00000190501.6_PB.203.1",1.55863287218324,1.40282875162072,1.49470009244363,0.938535267852487,0.347969401374712,0.999942619538179
"ENSMUST00000039173.12_PB.203.2",1.40946937060239,1.54751284837935,1.46038876972093,1.05965814067104,0.289300152738921,0.999942619538179
"ENSMUST00000061047.6_PB.206.4",1.38672992197712,-0.905662999454392,2.07906442744966,-0.435610838941315,0.663119105354581,NA
"ENSMUST00000027626.12_PB.209.1",3.5849493975793,-0.313389323678497,1.06042069372644,-0.295533013956198,0.767586736456899,0.999942619538179
"ENSMUST00000189400.6_PB.21.1",3.62807399208306,-0.373291345198463,0.74630540579802,-0.500185771533177,0.61694427609655,0.999942619538179
"ENSMUST00000189400.6_PB.21.3",4.4169241442061,-0.213147833205889,0.818477633970222,-0.260419862876356,0.794539923025281,0.999942619538179
"ENSMUST00000189400.6_PB.21.5",4.14786091550102,0.0790570957696075,0.996055934870966,0.0793701367582825,0.936738221100616,0.999942619538179
"ENSMUST00000189400.6_PB.21.7",1.51577218650415,-0.0108789518167427,2.39701641934015,-0.00453853871378046,0.996378782463514,0.999942619538179
"ENSMUST00000189400.6_PB.21.8",12.5314472084921,-0.28098775550585,0.802392029770355,-0.350187620365906,0.72619789681025,0.999942619538179
"ENSMUST00000037286.9_PB.212.1",4.45648444429016,-0.114892063315852,0.947779028059478,-0.12122241568384,0.903514869894114,0.999942619538179
"ENSMUST00000036025.15_PB.214.1",1.37837445150506,0.58342296370354,1.75841781388055,0.331788588069418,0.740048902033893,NA
"ENSMUST00000027580.10_PB.215.7",2.048714042801,-0.338786294609,1.4895857631174,-0.227436582033375,0.820084277166099,0.999942619538179
"ENSMUST00000125760.7_PB.219.1",0.954817708001019,-1.24484482822796,2.09129173429846,-0.595251636972378,0.551675278554944,NA
"ENSMUST00000149760.7_PB.219.2",1.69110017633006,1.69972690620776,1.70610776991977,0.996259987894958,0.319123839344168,0.999942619538179
"ENSMUST00000027064.7_PB.22.2",1.23602722195239,-1.1469430928389,1.81314513553164,-0.632571033814456,0.527013807779751,NA
"ENSMUST00000027065.11_PB.22.3",6.69499003060762,0.329843867821947,1.21258458997946,0.272017202385473,0.785608792316185,0.999942619538179
"ENSMUST00000037649.5_PB.220.1",3.27116598947029,0.401580261921867,1.19248838666002,0.336758216192472,0.736299173701818,0.999942619538179
"ENSMUST00000037649.5_PB.220.2",5.03142913747102,-0.506759866911941,0.836494889457968,-0.605813464371924,0.544638627772062,0.999942619538179
"ENSMUST00000212506.1_PB.220.5",2.94350182323829,0.191808696828271,1.46319184458777,0.131089233129447,0.895704718379991,0.999942619538179
"ENSMUST00000212506.1_PB.220.7",3.897067713675,-0.118612976364107,0.760145157720038,-0.156039902588964,0.876001568712747,0.999942619538179
"novel_PB.223.1",3.12227993519412,-0.072961653150554,0.947582293498189,-0.076997695768672,0.938625378037671,0.999942619538179
"ENSMUST00000036288.10_PB.223.10",4.0902903786738,0.0648503421560763,0.806765087533489,0.0803831786454001,0.935932505105033,0.999942619538179
"novel_PB.223.15",1.73607438354316,0.471308503740004,1.52882507010042,0.308281511703001,0.757868132950431,0.999942619538179
"novel_PB.223.17",1.3069943510355,-2.38327838590648,2.02796426899259,-1.17520728661082,0.239911795756305,NA
"ENSMUST00000187900.6_PB.223.2",1.05584525063139,1.64889935810758,2.06195960479628,0.79967587835965,0.423898612114962,NA
"ENSMUST00000027592.5_PB.224.4",2.30920970059928,0.35374335064264,2.02118968935081,0.175017393224611,0.861065966704954,0.999942619538179
"ENSMUST00000068805.13_PB.227.1",2.70178531953969,-0.187002844155233,1.08563990885618,-0.172251261794766,0.863239999006351,0.999942619538179
"ENSMUST00000112393.8_PB.230.1",0.711987107508922,-2.95926412670362,2.95643320102702,-1.00095754765425,0.316847332725912,NA
"ENSMUST00000086559.6_PB.231.4",20.8276795496069,-0.578399046356537,0.444881507664431,-1.30011932703846,0.193560074530144,0.999942619538179
"ENSMUST00000112386.7_PB.232.1",1.02181914320062,-2.20188060083355,1.77392276389954,-1.24124941944668,0.21451362359719,NA
"ENSMUST00000062264.7_PB.233.1",1.54947440032662,-0.230774505989521,1.74407080836634,-0.132319459096781,0.894731616569108,0.999942619538179
"ENSMUST00000062264.7_PB.233.2",4.35499957846011,-0.484073476386676,1.16759315997225,-0.414590880609632,0.67844142517271,0.999942619538179
"ENSMUST00000062264.7_PB.233.3",3.4037541499502,1.27102540934606,0.878413104678029,1.44695633817068,0.147909152566757,0.999942619538179
"ENSMUST00000062264.7_PB.233.5",1.78855449133156,4.43958717178292,2.45358937498176,1.80942549599031,0.0703849251600175,0.999942619538179
"ENSMUST00000046071.4_PB.236.1",6.6328534256846,-0.408371359743235,1.17013098392145,-0.348996279352132,0.727092102819206,0.999942619538179
"novel_PB.238.1",2.23635461648383,0.836556239645683,0.96372359023299,0.868045825715896,0.385369246336271,0.999942619538179
"ENSMUST00000190997.6_PB.238.2",1.54157901727016,-0.653427229066835,1.72646488074774,-0.378476988645047,0.705076285070652,0.999942619538179
"ENSMUST00000027706.3_PB.239.1",31.5867628722503,1.88445046448833,1.31888210374695,1.42882404661842,0.153054812257777,0.999942619538179
"ENSMUST00000027706.3_PB.239.2",40.6129498422511,0.778332063167977,0.988294107922224,0.787551050774078,0.430959356135081,0.999942619538179
"ENSMUST00000052529.3_PB.241.1",4.72245438906309,0.123305712073519,1.08128327042511,0.114036455983491,0.909208894237143,0.999942619538179
"ENSMUST00000052529.3_PB.241.2",4.51397743598117,0.252993280413208,1.12246858565599,0.22539007652081,0.821675830843235,0.999942619538179
"ENSMUST00000048183.7_PB.243.1",19.3206675862422,0.293827491188538,0.577446535034548,0.508839300890357,0.610864869282806,0.999942619538179
"ENSMUST00000156873.7_PB.244.1",2.38427649315734,-0.358632137572527,1.29097188434421,-0.277800114721093,0.781165803112229,0.999942619538179
"ENSMUST00000082060.9_PB.244.5",4.58100626191535,-1.41430005944644,0.992673521278086,-1.42473837483395,0.154232841869724,0.999942619538179
"ENSMUST00000027726.13_PB.245.1",4.86904250693635,0.170705219675497,0.930827379795037,0.183390844941718,0.854491358730653,0.999942619538179
"ENSMUST00000027727.14_PB.246.2",2.10683238418287,-1.11904520965528,1.32185711887551,-0.846570475489246,0.397234576287233,0.999942619538179
"ENSMUST00000112237.1_PB.246.3",5.68673406556488,-0.463623212007477,0.637989591413891,-0.726694006057388,0.467413426089782,0.999942619538179
"ENSMUST00000027727.14_PB.246.4",26.0777892776125,-0.273812682478954,0.549947796697185,-0.497888498005425,0.618562634733139,0.999942619538179
"ENSMUST00000116528.1_PB.247.1",4.85856112088258,-0.290808982400215,0.698106131007576,-0.4165684406474,0.676994097218764,0.999942619538179
"ENSMUST00000027725.10_PB.247.2",4.48106052513352,0.0296318391975731,0.70524912528778,0.0420161303787249,0.966485839289177,0.999942619538179
"ENSMUST00000047978.8_PB.248.1",8.86746508687725,-0.0622564053574267,0.707527461826904,-0.087991503816226,0.929883428922551,0.999942619538179
"ENSMUST00000047978.8_PB.248.3",1.95269334085727,1.37952441114013,1.08323472737611,1.27352306593947,0.202832492908359,0.999942619538179
"ENSMUST00000047714.13_PB.249.1",2.99213742286821,0.196857524495286,0.975103974528917,0.201883624349281,0.840007704364958,0.999942619538179
"ENSMUST00000112198.2_PB.249.2",1.29890694832228,0.836991674594468,1.7731040466224,0.472048820930085,0.636891941687252,NA
"ENSMUST00000112198.2_PB.249.8",1.0365574066405,-2.00289497268242,2.06622858032911,-0.969348208494623,0.332371483762805,NA
"ENSMUST00000191471.6_PB.25.1",6.47670403412057,0.3263454874001,0.76061666529499,0.429053822103061,0.667884056660844,0.999942619538179
"ENSMUST00000191471.6_PB.25.2",8.77070857777037,-0.0555785045713488,0.815807486637654,-0.0681269852038442,0.94568454916924,0.999942619538179
"ENSMUST00000191471.6_PB.25.6",2.27242079164781,-0.350282348422249,1.29389264049529,-0.270719793481602,0.78660655210539,0.999942619538179
"novel_PB.250.1",1.22778865816894,0.346309193311129,1.76342398825911,0.196384531239712,0.844309202804563,NA
"ENSMUST00000027684.10_PB.252.1",55.1949185048236,-0.0818544623196419,0.536660835790425,-0.152525500019173,0.878772479621082,0.999942619538179
"ENSMUST00000141177.1_PB.252.5",0.939736383773765,0.656778659066459,2.11515738196153,0.310510539153064,0.756172746211837,NA
"ENSMUST00000027677.7_PB.255.1",107.672386849758,-0.784522901618061,0.683478012731719,-1.14783926769273,0.251034923483067,0.999942619538179
"ENSMUST00000038945.5_PB.256.1",10.5182564681194,-0.295580803466643,0.950644690814588,-0.310926686197938,0.755856356637718,0.999942619538179
"ENSMUST00000063719.14_PB.258.1",25.0780884935021,-0.457008345409837,0.856593867653789,-0.533518114788263,0.593674974826214,0.999942619538179
"ENSMUST00000117950.1_PB.258.3",1.00957722316347,-0.144186471592039,2.11661520591848,-0.0681212490531412,0.945689115347444,NA
"ENSMUST00000047734.14_PB.262.1",10.0762780450268,0.499404291367943,1.07963611379843,0.462567234446163,0.643674599114163,0.999942619538179
"ENSMUST00000112046.1_PB.262.2",2.78076854744136,-1.33909887547339,2.27683385971759,-0.588140794620599,0.556437793046364,0.999942619538179
"ENSMUST00000038252.3_PB.268.2",4.9361000221651,-0.0244953396226224,1.11247115796585,-0.0220188536549676,0.982432916141559,0.999942619538179
"ENSMUST00000038252.3_PB.268.4",1.23338804843101,0.360500883420153,1.78333963153816,0.202149314154598,0.839799996457749,NA
"ENSMUST00000185362.6_PB.269.1",10.0796035214331,0.0980589812938678,1.02877773392255,0.0953160027287783,0.924063832184979,0.999942619538179
