transcript_id	WT_2mos	TG_2mos	WT_4mos	TG_4mos	WT_6mos	WT_8mos	TG_8mos	TG_6mos
PB.1704.1	0	0	0	2	0	0	0	0
PB.1704.4	0	1	0	0	1	0	1	1
PB.1704.7	0	1	0	1	1	0	0	0
PB.1705.1	1	1	2	1	1	0	0	0
PB.1706.1	1	0	0	1	0	1	0	0
PB.1706.2	3	0	2	3	2	0	0	1
PB.1706.3	0	0	0	0	1	0	0	1
PB.1706.4	0	0	1	0	0	0	0	1
PB.1707.1	0	0	0	1	0	1	0	0
PB.1707.2	1	0	1	0	0	0	0	0
PB.1708.2	0	1	0	1	0	0	0	0
PB.1708.6	0	0	0	0	1	1	0	0
PB.1708.7	0	0	0	0	1	1	0	1
PB.1708.8	1	0	0	0	1	0	0	0
PB.1709.1	1	0	0	0	0	1	0	1
PB.1710.1	1	0	1	0	0	0	0	0
PB.1710.2	0	1	0	0	0	0	0	1
PB.1710.3	0	0	0	0	0	3	0	0
PB.1711.1	0	0	0	0	1	0	0	1
PB.1712.1	1	2	1	2	0	3	0	3
PB.1712.10	0	0	0	0	0	1	1	0
PB.1712.11	0	2	0	0	0	0	0	0
PB.1712.12	0	1	0	0	1	1	1	0
PB.1712.13	0	0	2	0	2	1	0	0
PB.1712.14	0	0	0	0	1	1	0	0
PB.1712.15	0	0	1	1	1	0	0	0
PB.1712.16	2	1	1	0	0	0	0	1
PB.1712.17	2	0	0	0	1	0	0	1
PB.1712.18	1	0	1	1	0	2	0	0
PB.1712.3	16	13	11	13	9	16	10	19
PB.1712.5	0	2	2	0	0	1	0	2
PB.1712.6	0	0	1	1	0	0	0	2
PB.1712.7	0	2	0	0	0	0	1	1
PB.1712.8	0	3	0	0	0	0	1	1
PB.1712.9	0	1	2	0	1	0	0	1
PB.1713.1	2	3	6	2	2	4	0	0
PB.1713.2	0	0	1	1	0	0	0	0
PB.1716.1	3	4	2	3	2	2	1	2
PB.1717.11	1	1	1	0	0	0	0	0
PB.1718.2	2	2	1	2	1	2	0	1
PB.1718.3	0	0	0	0	0	0	2	0
PB.1718.4	0	0	1	0	0	1	0	0
PB.1719.1	0	0	0	1	2	0	0	0
PB.1719.2	0	1	1	0	0	0	1	0
PB.1720.1	0	1	2	2	1	0	1	2
PB.1720.2	0	1	1	0	0	1	1	1
PB.1720.4	0	1	0	1	0	0	0	0
PB.1722.1	6	7	7	5	6	7	2	5
PB.1722.3	9	8	9	8	6	8	2	5
PB.1722.4	4	9	5	3	1	5	3	5
PB.1722.6	1	2	1	1	2	4	0	1
PB.1723.1	1	2	2	0	1	0	1	0
PB.1724.1	0	1	0	0	0	1	0	0
PB.1724.2	1	0	0	0	0	0	0	1
PB.1725.1	1	2	0	0	0	1	1	2
PB.1727.1	4	5	3	1	4	4	3	9
PB.1727.2	0	0	0	2	0	0	0	0
PB.1727.3	0	0	0	0	2	1	0	0
PB.1727.4	0	2	0	0	0	0	0	0
PB.1727.5	0	0	1	0	0	1	0	0
PB.1727.6	0	0	0	0	1	1	0	0
PB.1727.7	2	0	0	0	1	1	0	0
PB.1728.1	4	5	2	1	4	2	3	1
PB.1728.2	0	1	0	0	0	2	0	0
PB.1729.1	1	3	0	2	2	0	0	0
PB.1730.1	0	1	0	0	0	0	0	1
PB.1730.2	9	7	6	7	6	5	4	4
PB.1731.2	7	11	2	12	4	5	5	6
PB.1732.2	0	0	0	0	0	2	0	0
PB.1732.4	2	1	2	0	0	2	0	0
PB.1732.5	1	1	0	0	0	0	1	0
PB.1732.6	17	23	17	21	12	17	12	10
PB.1732.7	0	0	0	0	0	1	1	0
PB.1732.8	0	0	0	1	0	2	1	0
PB.1734.1	3	5	3	3	2	3	5	3
PB.1734.2	2	4	2	1	3	4	0	3
PB.1734.3	0	1	0	1	0	0	0	0
PB.1734.4	0	0	0	1	0	1	0	0
PB.1735.1	0	0	1	0	0	2	1	0
PB.1735.2	6	5	7	2	3	3	2	1
PB.1735.3	3	2	1	2	2	1	1	1
PB.1735.4	0	0	1	0	0	1	0	0
PB.1736.1	0	0	1	1	0	0	1	0
PB.1738.1	2	1	0	0	0	0	1	0
PB.1739.1	2	0	0	0	0	0	0	0
PB.1739.2	1	1	1	0	0	1	0	0
PB.1739.3	4	4	2	3	2	3	1	3
PB.1739.4	0	1	0	0	0	1	0	1
PB.1739.5	1	0	1	0	0	0	0	0
PB.1740.1	1	0	0	0	1	0	0	0
PB.1741.1	1	0	0	1	0	1	0	1
PB.1742.1	1	0	0	0	0	1	0	0
PB.1743.1	0	0	0	0	0	2	0	0
PB.1744.2	0	1	1	0	1	0	0	0
PB.1744.3	7	12	8	3	3	6	4	3
PB.1744.4	0	0	0	1	0	1	0	0
PB.1744.5	0	1	1	0	0	0	0	0
PB.1745.1	1	0	2	3	2	0	0	0
PB.1746.10	0	0	0	0	1	0	0	1
PB.1746.2	0	0	0	0	0	0	0	2
PB.1746.3	0	1	0	0	0	0	1	0
PB.1746.4	1	0	1	0	0	1	0	0
PB.1746.5	0	1	0	0	0	1	0	0
PB.1746.6	0	1	0	0	0	1	0	0
PB.1746.7	0	0	1	0	0	0	0	1
PB.1746.8	0	0	1	1	0	3	0	0
PB.1747.1	0	1	2	0	0	0	0	0
PB.1748.1	0	0	0	3	0	1	0	1
PB.1748.3	1	1	0	3	2	0	0	0
PB.1748.5	0	0	0	0	0	1	0	1
PB.1748.6	1	0	0	0	0	1	0	0
PB.1748.7	0	1	0	1	0	0	0	0
PB.1749.1	1	1	0	0	0	0	1	0
PB.1750.1	0	0	1	1	0	0	1	1
PB.1751.1	2	0	0	5	1	0	0	3
PB.1752.1	0	2	0	0	0	0	0	0
PB.1753.1	0	2	0	0	0	1	0	0
PB.1753.2	0	0	1	0	0	1	1	0
PB.1753.3	0	1	0	0	0	0	0	1
PB.1753.5	5	4	5	3	2	7	2	2
PB.1753.7	2	3	1	2	0	3	1	0
PB.1754.1	7	2	4	4	0	2	1	2
PB.1754.2	1	1	0	0	0	0	0	0
PB.1755.1	0	0	1	1	1	1	1	0
PB.1756.1	0	2	1	0	0	0	1	1
PB.1756.2	0	1	0	0	1	0	0	0
PB.1756.3	1	0	0	0	0	0	1	0
PB.981.2	8	6	7	5	5	3	2	1
PB.982.1	2	1	3	1	2	1	3	1
PB.982.3	0	1	0	0	0	0	1	0
PB.983.1	0	0	0	0	0	1	1	0
PB.983.2	0	1	2	0	0	0	0	1
PB.983.3	0	1	0	0	0	2	1	1
PB.983.4	0	1	1	1	0	0	0	0
PB.984.1	0	1	2	1	0	1	0	0
PB.985.3	0	0	1	1	0	2	1	1
PB.986.1	0	0	1	0	0	2	0	0
PB.986.2	5	5	4	3	7	5	2	1
PB.987.1	1	0	1	0	0	0	0	1
PB.988.1	0	1	1	0	0	0	1	0
PB.988.2	0	1	0	1	0	2	0	0
PB.989.1	0	3	0	1	0	0	0	0
PB.990.1	7	2	4	1	2	1	3	0
PB.991.1	1	0	0	0	1	0	0	0
PB.991.2	2	2	0	2	2	3	0	0
PB.992.2	0	4	1	3	1	4	1	1
PB.993.1	0	0	1	0	0	0	0	1
PB.994.1	0	0	0	0	1	1	0	0
PB.994.2	1	0	0	0	1	0	1	0
PB.994.3	5	4	2	9	8	6	3	1
PB.994.4	2	2	3	1	1	0	0	0
PB.994.5	1	1	2	0	1	0	0	1
PB.994.7	0	1	1	0	0	0	0	0
PB.995.1	0	0	1	0	1	1	2	0
PB.996.1	0	0	0	0	0	2	0	0
PB.996.2	1	3	0	0	2	1	0	0
PB.997.1	0	0	0	2	1	1	1	0
PB.997.2	0	1	0	1	0	0	0	1
PB.998.1	1	0	2	0	1	1	3	0
PB.999.1	1	1	0	0	0	1	0	0
PB.1759.1	1	0	1	0	0	0	1	0
PB.1761.1	0	4	1	2	0	1	1	2
PB.1761.2	0	0	1	0	1	1	0	0
PB.1761.3	0	2	1	0	0	1	0	0
PB.1763.1	0	0	0	0	1	0	0	1
PB.1765.1	0	0	0	0	0	2	0	0
PB.1765.2	2	0	0	0	0	0	1	0
PB.1765.3	1	0	1	0	1	0	1	2
PB.1766.1	0	0	0	1	0	1	0	0
PB.1766.2	0	0	1	1	0	0	0	0
PB.1766.3	1	0	1	0	0	0	0	0
PB.1767.1	1	0	1	0	0	0	0	0
PB.1769.1	0	1	0	0	0	0	0	1
PB.1769.2	1	0	1	0	0	0	0	0
PB.1769.3	0	1	0	2	0	0	0	1
PB.1769.4	1	1	0	0	0	0	0	0
PB.1770.1	0	0	0	0	0	1	0	1
PB.1771.2	1	3	2	3	4	3	0	2
PB.1772.1	0	0	1	0	1	1	0	0
PB.1772.2	1	3	2	0	1	2	0	1
PB.1773.1	1	0	0	0	0	1	0	0
PB.1773.2	2	1	2	1	1	1	2	0
PB.1774.1	0	0	1	0	0	0	0	1
PB.1776.1	0	1	0	0	0	1	0	0
PB.1777.1	2	3	1	3	1	3	0	1
PB.1777.2	0	0	0	1	0	0	0	1
PB.1778.1	2	0	1	3	0	1	1	2
PB.1778.2	0	0	0	0	0	0	0	2
PB.1778.3	0	2	0	0	0	0	0	0
PB.1778.4	0	0	0	0	0	0	1	1
PB.1780.1	0	0	0	0	0	1	0	1
PB.1781.1	24	20	23	18	11	18	14	16
PB.1781.2	0	0	0	0	0	1	0	1
PB.1781.3	2	2	1	0	4	0	0	0
PB.1781.4	0	0	0	0	2	0	1	0
PB.1781.5	0	2	0	0	0	0	1	0
PB.1781.6	0	0	0	0	1	0	1	0
PB.1782.1	0	0	1	0	0	1	0	2
PB.1783.1	1	1	2	0	0	0	1	1
PB.1784.1	1	2	5	1	2	0	0	0
PB.1786.1	0	0	0	0	1	1	0	0
PB.1787.10	8	1	3	0	4	6	2	1
PB.1787.11	0	6	3	6	4	2	0	1
PB.1787.12	0	0	1	0	0	0	0	1
PB.1787.2	0	1	0	0	0	2	0	0
PB.1787.3	42	32	40	33	27	28	17	16
PB.1787.5	4	4	1	5	5	3	3	2
PB.1787.6	5	3	2	1	3	1	1	0
PB.1787.8	1	1	0	2	0	4	1	0
PB.1787.9	2	0	0	0	1	0	0	0
PB.1788.1	1	0	1	2	1	0	0	0
PB.1788.2	0	1	0	1	1	0	0	1
PB.1788.3	2	1	0	1	2	0	0	0
PB.1788.4	0	0	1	0	1	1	0	0
PB.1788.5	0	0	0	0	0	0	1	1
PB.1789.1	2	1	0	0	0	0	0	1
PB.1790.1	0	1	0	0	0	1	1	0
PB.1790.2	8	9	7	15	3	4	9	3
PB.1790.4	1	0	0	0	0	2	1	0
PB.1792.1	3	1	2	2	1	0	2	3
PB.1793.1	0	0	0	0	0	1	0	1
PB.1795.1	0	2	1	2	0	0	0	0
PB.1795.2	0	0	0	1	1	0	0	0
PB.1795.3	1	3	0	2	2	2	0	1
PB.1795.4	1	0	0	0	0	0	1	0
PB.1796.1	0	0	1	0	0	1	0	0
PB.1797.1	1	3	2	2	0	0	0	1
PB.1797.2	0	0	1	0	0	0	1	1
PB.1798.2	3	3	3	2	1	2	0	1
PB.1798.3	9	20	13	11	5	9	5	1
PB.1798.4	0	2	0	0	0	0	0	0
PB.1798.5	0	0	0	0	0	2	0	0
PB.1798.6	2	0	0	0	0	0	0	1
PB.1798.7	0	0	0	2	0	0	0	0
PB.1799.1	0	0	0	1	0	0	1	1
PB.1800.1	0	5	1	2	0	0	1	0
PB.1800.2	10	14	9	3	4	7	2	2
PB.1800.3	1	0	1	0	1	0	0	0
PB.1801.1	1	0	1	0	0	1	0	0
PB.1803.1	1	0	0	2	0	0	0	0
PB.1803.2	0	0	1	0	0	0	0	1
PB.1804.1	1	5	3	1	1	4	1	4
PB.1805.1	0	1	0	1	0	0	1	0
PB.1806.10	0	0	1	0	1	0	0	0
PB.1806.12	1	2	6	1	1	1	2	2
PB.1806.15	0	0	1	0	0	0	0	1
PB.1806.17	1	0	0	0	1	0	1	0
PB.1806.2	3	4	4	5	3	2	1	2
PB.1806.5	1	0	0	0	0	0	1	0
PB.1806.6	0	0	0	1	0	0	0	1
PB.1806.7	2	0	2	2	1	1	0	0
PB.1806.8	8	21	9	15	8	11	11	11
PB.1807.1	0	0	0	1	0	0	0	1
PB.1808.1	2	0	0	0	0	0	0	0
PB.1809.1	1	1	0	0	0	0	0	1
PB.1809.2	1	0	0	0	0	1	0	0
PB.1810.1	0	1	0	0	0	0	1	0
PB.1811.1	0	1	1	0	0	0	0	0
PB.1812.1	7	13	7	14	8	7	4	1
PB.1812.3	3	0	2	1	0	1	0	0
PB.1813.2	0	2	2	0	1	0	0	2
PB.1813.3	0	0	2	0	0	0	0	0
PB.1814.1	19	9	9	8	11	17	10	5
PB.1814.2	0	1	0	1	2	0	0	0
PB.1815.1	1	4	5	5	1	4	6	3
PB.1816.1	0	0	0	0	0	1	0	1
PB.1816.2	1	1	1	0	0	1	0	2
PB.1816.4	1	2	0	0	0	1	0	0
PB.1817.1	2	4	1	2	1	1	2	0
PB.1817.2	0	0	0	1	0	1	0	0
PB.1818.1	0	0	1	1	0	1	1	0
PB.1818.2	1	1	0	0	0	0	0	0
PB.1818.3	0	0	1	0	0	0	1	0
PB.1818.5	0	2	0	0	0	0	0	0
PB.1818.6	0	0	0	0	1	0	1	0
PB.1818.7	0	0	0	1	1	0	0	0
PB.1818.8	1	1	0	0	0	0	0	0
PB.1818.9	0	0	1	1	0	0	0	0
PB.1819.1	0	0	1	0	0	2	1	1
PB.1820.1	8	4	2	6	1	3	2	3
PB.1820.2	0	1	2	1	1	0	2	3
PB.1821.1	4	10	8	6	3	5	4	3
PB.1821.2	0	0	0	1	0	0	0	1
PB.1821.3	1	0	0	0	0	1	0	0
PB.1821.4	2	3	0	1	0	2	0	2
PB.1822.2	0	0	1	0	0	1	0	0
PB.1822.3	0	1	0	0	0	1	0	0
PB.1823.1	4	1	3	3	2	0	0	3
PB.1824.1	0	0	0	1	0	1	0	0
PB.1824.2	0	0	0	0	0	1	1	1
PB.1825.1	1	1	2	1	0	2	2	0
PB.1827.1	0	1	0	0	0	1	0	0
PB.1828.1	5	2	1	3	3	4	3	1
PB.1830.1	1	0	2	2	1	0	0	0
PB.1832.1	0	0	0	1	0	0	0	1
PB.1833.3	18	19	13	19	10	20	7	10
PB.1833.4	0	0	0	0	1	1	1	0
PB.1833.8	3	0	0	1	1	1	0	0
PB.1834.1	3	5	1	2	0	1	2	1
PB.1834.2	1	0	0	0	1	1	0	0
PB.1834.3	0	0	0	1	1	0	0	0
PB.1835.1	0	1	0	2	1	2	0	2
PB.1835.2	0	0	0	0	0	2	0	0
PB.1839.1	0	1	0	0	0	1	0	0
PB.1839.2	3	6	3	6	1	4	1	2
PB.1839.3	0	0	0	0	0	2	0	0
PB.1839.5	3	2	0	2	0	0	0	0
PB.1839.6	2	3	0	0	0	0	0	1
PB.1839.7	0	0	1	0	1	0	0	1
PB.1841.1	1	1	1	3	1	0	1	0
PB.1842.1	0	2	1	2	1	0	0	0
PB.1843.1	0	1	0	0	0	0	0	1
PB.1843.2	2	3	0	0	0	0	0	1
PB.1845.1	1	1	0	1	0	0	0	1
PB.1846.1	1	2	0	2	0	1	0	1
PB.1846.2	1	2	4	4	1	4	2	0
PB.1847.1	0	0	1	2	0	1	0	1
PB.1847.2	0	0	0	1	1	0	0	0
PB.1847.3	1	0	1	0	0	0	0	0
PB.1848.1	1	1	0	1	0	0	0	2
PB.1848.2	0	0	0	3	0	0	0	0
PB.1848.3	0	0	1	2	0	1	0	0
PB.1848.4	0	0	0	0	0	2	0	0
PB.1848.5	0	0	0	0	0	1	0	1
PB.1848.6	1	0	0	0	0	0	0	1
PB.1850.1	1	0	0	0	1	1	0	0
PB.1852.1	0	0	0	1	1	0	0	1
PB.1852.2	1	1	1	0	0	0	1	0
PB.1852.3	0	1	1	0	0	0	0	0
PB.1853.1	0	1	0	0	0	0	0	1
PB.1854.1	1	4	1	2	0	0	0	2
PB.1854.2	0	0	0	1	0	1	0	0
PB.1855.1	0	0	0	1	0	1	2	0
PB.1855.2	0	0	1	1	0	0	0	1
PB.1856.1	1	1	2	1	1	0	0	0
PB.1857.1	0	1	0	0	0	1	0	0
PB.1857.2	0	0	2	0	0	0	0	0
PB.1858.1	1	0	0	1	0	0	0	0
PB.1859.1	0	1	0	0	1	0	0	0
PB.1864.1	4	2	4	4	3	2	3	0
PB.1865.2	0	0	1	0	2	1	0	0
PB.1866.1	3	5	2	3	2	1	2	3
PB.1867.1	0	1	0	0	0	1	1	0
PB.1867.2	1	5	5	0	2	0	1	1
PB.1869.1	0	0	0	0	0	0	0	2
PB.1870.1	4	1	6	4	1	6	1	0
PB.1870.2	0	0	2	1	0	0	0	0
PB.1870.3	1	0	1	0	0	0	0	0
PB.1870.4	0	0	2	0	0	0	0	0
PB.1870.5	0	0	1	1	0	0	1	0
PB.1870.6	4	2	1	1	1	1	0	0
PB.1870.7	0	1	0	1	0	0	0	0
PB.1870.8	1	1	0	0	0	0	0	0
PB.1871.1	0	0	1	0	0	0	1	0
PB.1871.2	0	1	1	0	0	0	1	0
PB.1871.3	0	0	0	1	0	0	0	1
PB.1872.1	7	3	4	2	1	3	0	5
PB.1872.2	0	0	1	0	0	0	0	1
PB.1872.3	0	2	0	0	1	0	0	0
PB.1873.1	0	0	0	0	1	0	3	0
PB.1873.2	3	1	1	1	3	3	0	0
PB.1874.2	0	0	0	0	0	0	2	0
PB.1875.1	4	5	3	7	2	0	5	3
PB.1876.1	1	0	0	0	1	0	0	0
PB.1877.1	1	1	0	0	0	0	0	0
PB.1878.1	1	0	1	0	0	1	0	0
PB.1880.1	1	0	0	0	0	1	0	0
PB.1880.2	2	4	0	6	1	6	2	4
PB.1880.3	0	1	0	0	0	1	0	0
PB.1880.4	0	0	0	0	0	2	0	1
PB.1881.1	1	0	1	0	0	0	0	0
PB.1882.2	0	4	3	1	3	3	1	0
PB.1883.1	0	1	1	3	0	0	0	4
PB.1883.2	0	0	0	0	0	0	1	1
PB.1886.1	0	1	0	0	0	1	0	0
PB.1887.1	0	2	0	0	0	0	0	2
PB.1888.1	1	0	0	1	0	1	0	0
PB.1888.2	8	6	4	9	3	4	1	3
PB.1888.3	0	0	2	0	0	0	0	0
PB.1888.4	0	1	1	0	1	0	0	0
PB.1890.2	2	2	2	0	1	0	0	3
PB.1891.1	2	0	1	0	0	0	1	0
PB.1891.2	2	2	1	4	3	3	2	4
PB.1892.1	0	0	0	1	0	1	0	0
PB.1893.1	4	2	1	3	1	0	0	1
PB.1893.2	1	0	2	0	3	0	2	1
PB.1893.3	2	0	0	0	0	0	0	0
PB.1894.1	0	0	0	1	1	0	0	0
PB.1894.3	0	1	0	1	1	0	0	2
PB.1896.1	0	0	1	0	0	1	0	2
PB.1897.1	0	0	1	1	0	0	0	1
PB.1898.1	0	1	1	0	0	2	0	0
PB.1899.1	0	1	0	1	0	0	0	0
PB.1899.4	4	4	1	0	0	1	2	1
PB.1899.5	0	0	1	0	0	1	0	0
PB.1899.6	0	0	1	0	0	1	0	0
PB.1900.1	0	1	0	3	0	1	1	1
PB.1900.10	0	2	1	2	0	1	0	0
PB.1900.11	1	0	0	1	0	0	0	0
PB.1900.12	1	0	0	0	0	1	0	0
PB.1900.2	0	0	0	2	0	0	0	0
PB.1900.3	1	0	0	0	0	0	0	2
PB.1900.6	0	1	0	1	0	0	1	1
PB.1900.7	1	0	0	1	1	0	1	0
PB.1900.8	0	1	1	0	0	0	0	0
PB.1901.1	0	0	1	0	0	0	1	0
PB.1901.2	1	4	3	2	0	6	1	2
PB.1902.2	5	3	3	1	1	5	1	0
PB.1902.3	0	0	0	0	0	1	0	1
PB.1903.1	0	1	0	1	0	0	0	0
PB.1903.2	1	0	1	1	0	1	0	0
PB.1903.3	5	4	3	4	4	2	1	2
PB.1903.4	0	1	1	0	0	0	0	0
PB.1903.5	0	0	1	1	0	0	0	0
PB.1904.2	0	0	1	0	0	0	0	1
PB.1905.1	0	0	0	1	1	0	0	0
PB.1906.1	1	0	1	1	1	0	0	0
PB.1906.2	2	1	0	1	1	1	0	1
PB.1906.3	4	1	0	1	0	2	0	0
PB.1906.4	2	0	0	0	0	0	0	0
PB.1907.1	0	1	0	1	0	2	2	0
PB.1907.12	15	31	17	16	9	15	11	13
PB.1907.13	0	1	4	1	2	2	0	0
PB.1907.14	1	1	2	0	1	2	2	0
PB.1907.15	0	0	0	1	2	1	0	0
PB.1907.16	1	1	2	0	4	0	0	0
PB.1907.17	0	0	1	0	1	0	0	0
PB.1907.18	4	3	2	1	2	2	2	0
PB.1907.2	4	7	4	5	1	2	2	6
PB.1907.20	2	0	1	0	0	2	0	1
PB.1907.21	19	15	15	18	18	19	5	7
PB.1907.4	1	0	2	1	3	1	0	0
PB.1907.5	1	1	0	0	4	1	0	4
PB.1907.6	1	3	1	0	2	1	0	2
PB.1907.8	0	0	0	0	0	0	0	2
PB.1907.9	15	12	5	24	4	12	1	6
PB.1909.1	2	0	2	1	2	1	0	0
PB.1910.2	0	0	1	0	0	1	0	0
PB.1910.3	1	0	0	0	0	1	0	0
PB.1913.1	1	1	0	0	0	0	0	0
PB.1914.1	0	0	0	0	1	1	0	0
PB.1915.1	0	0	0	1	1	0	0	0
PB.1915.2	0	1	0	0	0	1	0	0
PB.1918.2	2	0	2	1	0	1	0	1
PB.1920.1	0	0	0	0	0	0	1	1
PB.1921.1	1	0	0	0	1	0	0	0
PB.1921.2	0	1	0	1	2	2	0	0
PB.1921.3	1	1	1	1	4	0	0	0
PB.1921.4	0	1	0	0	1	0	0	0
PB.1921.5	0	0	0	2	0	0	0	0
PB.1923.1	1	2	0	0	0	1	1	2
PB.1924.1	2	1	0	2	1	1	0	0
PB.1928.1	1	0	0	1	0	0	0	0
PB.1928.2	2	11	3	5	2	11	3	8
PB.1928.3	1	0	0	0	1	0	0	0
PB.1929.2	0	0	0	1	0	0	0	1
PB.1930.1	1	1	1	0	3	1	1	0
PB.1930.2	1	0	1	0	1	1	0	1
PB.1931.2	0	0	0	0	0	1	0	1
PB.1931.3	0	1	1	0	0	0	0	0
PB.1931.5	2	0	0	1	1	1	0	0
PB.1932.1	0	0	0	1	0	3	0	0
PB.1933.1	1	3	4	1	0	2	0	2
PB.1933.2	1	0	0	0	0	0	1	0
PB.1934.1	1	0	2	1	0	0	1	0
PB.1934.2	0	0	0	0	0	1	1	0
PB.1934.3	0	0	0	0	0	0	1	1
PB.1934.4	2	0	0	0	0	0	0	0
PB.1934.5	0	0	0	0	2	1	0	0
PB.1936.1	0	0	1	1	0	0	0	0
PB.1937.1	17	7	10	20	12	8	9	5
PB.1937.3	0	0	0	0	0	0	1	1
PB.1937.4	0	0	0	1	0	0	2	0
PB.1937.5	0	0	0	0	1	1	0	0
PB.1937.6	1	0	2	0	0	1	0	0
PB.1938.1	5	5	4	5	1	2	0	0
PB.1938.2	0	0	2	0	0	0	0	0
PB.1939.1	0	0	0	1	0	1	0	0
PB.1939.2	0	0	0	1	0	0	0	1
PB.1940.1	0	1	0	0	0	1	0	0
PB.1942.1	1	0	1	1	0	0	0	0
PB.1942.2	5	7	9	6	6	7	5	9
PB.1942.3	0	0	0	2	0	0	0	1
PB.1943.1	0	0	0	2	0	0	0	0
PB.1944.2	1	1	2	2	0	2	3	2
PB.1947.1	1	1	0	1	0	1	1	1
PB.1947.2	0	1	0	0	1	1	0	0
PB.1948.1	1	0	0	2	1	0	1	5
PB.1948.2	1	0	0	1	0	0	0	0
PB.1948.3	0	1	0	1	0	0	0	0
PB.1948.4	1	0	0	1	0	0	0	0
PB.1949.1	0	1	0	1	0	0	0	0
PB.1949.2	1	0	0	0	0	1	0	0
PB.1949.3	3	3	5	2	8	3	3	5
PB.1950.1	0	1	0	0	0	0	1	0
PB.1952.1	1	0	1	0	1	0	0	0
PB.1952.2	2	1	0	2	0	5	2	5
PB.1952.3	3	0	0	0	0	0	0	0
PB.1952.4	4	2	1	6	2	4	1	2
PB.1952.5	5	6	4	6	3	7	1	2
PB.1952.6	0	1	1	0	0	0	0	0
PB.1952.7	0	1	1	0	0	0	0	0
PB.1952.8	0	1	0	0	0	0	0	1
PB.1953.1	0	2	0	0	0	0	0	0
PB.1954.1	0	0	1	0	1	1	0	0
PB.1955.1	0	2	0	0	0	0	0	0
PB.1956.1	1	0	0	0	0	0	0	1
PB.1957.1	0	0	1	0	0	1	0	0
PB.1957.2	0	0	0	0	0	2	0	0
PB.1957.3	1	1	0	0	1	0	0	0
PB.1958.1	1	0	0	0	1	0	0	0
PB.1959.1	0	0	0	0	1	0	1	0
PB.1959.2	0	0	0	1	0	0	0	2
PB.1960.2	0	1	0	2	0	0	0	0
PB.1960.3	0	1	1	1	0	1	2	0
PB.1960.4	0	0	0	1	0	1	1	0
PB.1961.1	0	0	0	0	0	0	0	2
PB.1962.1	1	1	1	3	0	4	0	3
PB.1963.1	0	0	0	0	0	0	4	1
PB.1963.2	0	1	0	0	0	1	0	0
PB.1965.1	1	2	0	1	0	0	0	0
PB.1966.1	0	1	0	1	0	0	0	0
PB.1966.2	2	0	1	1	0	0	1	2
PB.1967.1	0	0	1	2	0	0	0	0
PB.1967.2	0	0	0	0	0	0	0	2
PB.1968.1	0	0	0	0	0	0	0	2
PB.1969.1	1	0	1	1	0	0	0	0
PB.1970.1	1	0	2	0	1	0	0	1
PB.1971.1	1	0	0	0	0	0	0	2
PB.1971.2	2	0	0	0	0	0	0	0
PB.1971.3	7	1	3	6	1	3	6	6
PB.1972.1	3	2	2	2	2	2	2	1
PB.1974.1	0	1	0	2	0	0	0	0
PB.1974.2	1	1	5	4	2	2	5	5
PB.1975.1	1	0	0	0	0	0	1	0
PB.1975.2	0	1	0	0	0	0	0	1
PB.1975.3	1	0	0	2	0	2	1	1
PB.1975.4	1	0	0	0	2	0	0	0
PB.1977.1	1	2	2	1	2	3	0	0
PB.1979.1	1	2	1	3	1	0	3	4
PB.1979.2	0	0	1	0	0	0	1	1
PB.1979.3	0	1	1	1	0	0	0	0
PB.1979.4	2	0	0	0	0	0	0	0
PB.1979.5	0	0	1	0	0	0	0	1
PB.1980.1	2	3	5	2	3	1	2	4
PB.1980.2	1	0	3	0	0	0	1	1
PB.1981.1	3	1	1	0	1	3	1	1
PB.1982.1	1	1	0	0	1	0	1	0
PB.1982.2	0	0	0	0	2	0	0	0
PB.1983.1	0	0	1	0	1	0	0	0
PB.1984.1	1	2	0	1	1	0	1	0
PB.1984.4	0	3	2	4	2	1	1	1
PB.1984.5	1	2	1	1	0	2	1	0
PB.1985.2	4	0	0	0	2	0	3	0
PB.1986.1	0	1	0	0	0	0	1	0
PB.1987.1	0	1	0	0	1	0	0	0
PB.1987.3	3	4	1	3	4	1	1	0
PB.1987.4	0	0	2	0	0	0	0	0
PB.1988.1	0	0	0	0	0	2	0	0
PB.1991.1	0	0	1	1	1	0	0	0
PB.1992.1	1	0	0	0	0	1	0	0
PB.1992.2	1	0	0	0	0	1	0	0
PB.1992.3	1	0	0	0	0	0	1	0
PB.1993.1	0	0	1	0	0	1	0	1
PB.1994.1	0	0	0	1	0	1	0	1
PB.1994.2	1	0	0	1	0	0	0	0
PB.1996.1	0	3	0	3	0	0	0	0
PB.1997.2	0	2	0	3	0	2	2	0
PB.1997.3	1	0	0	0	0	1	0	0
PB.1998.1	1	0	0	0	1	0	0	0
PB.1998.2	0	1	4	2	0	0	1	4
PB.1999.1	8	3	2	5	2	4	0	2
PB.1999.2	0	0	0	0	0	0	1	1
PB.2000.1	1	0	1	2	1	1	1	0
PB.2001.1	2	2	0	3	1	2	0	1
PB.2002.2	0	0	0	1	0	0	1	0
PB.2002.3	3	3	1	4	4	1	1	0
PB.2002.7	1	1	0	0	0	0	0	0
PB.2003.1	0	1	1	0	0	2	0	0
PB.2003.2	0	0	1	0	0	0	0	1
PB.2003.3	0	1	0	0	0	1	0	0
PB.2003.4	0	0	3	0	0	0	0	0
