transcript_id	WT_2mos	TG_2mos	WT_4mos	TG_4mos	WT_6mos	WT_8mos	TG_8mos	TG_6mos
PB.8194.5	1	1	0	0	1	0	0	0
PB.8194.6	0	0	3	0	0	3	1	0
PB.8194.7	1	1	0	2	0	0	1	0
PB.8195.1	4	7	5	6	1	9	7	5
PB.8195.2	2	0	0	1	1	0	0	0
PB.8195.3	0	0	1	0	1	0	0	0
PB.8196.2	1	0	1	0	0	0	1	0
PB.8196.3	5	5	8	10	4	7	3	5
PB.8196.4	1	0	0	0	1	0	0	0
PB.8197.1	0	1	1	0	0	0	0	1
PB.8197.2	0	0	1	1	0	0	0	1
PB.8197.3	1	0	0	1	0	0	0	0
PB.8197.4	1	0	0	0	2	1	0	0
PB.8197.5	0	1	0	1	0	1	0	0
PB.8197.6	0	2	0	0	0	0	0	0
PB.8197.7	1	1	1	0	1	0	1	0
PB.8197.8	0	1	0	0	0	1	0	0
PB.8197.9	0	2	0	0	0	2	0	0
PB.8198.1	0	1	0	0	0	0	0	1
PB.8198.2	0	1	1	0	0	0	0	0
PB.8199.1	0	0	0	0	1	1	0	0
PB.8200.1	0	0	1	0	1	1	0	0
PB.8201.1	1	0	0	0	0	1	0	0
PB.8203.3	1	8	4	3	8	5	1	1
PB.8204.1	1	1	1	0	0	1	0	0
PB.8205.1	2	0	1	1	0	0	2	0
PB.8207.1	1	0	0	1	0	0	0	0
PB.8207.2	0	1	0	1	0	0	2	0
PB.8207.3	1	0	0	1	0	0	0	2
PB.8207.4	0	0	0	1	0	1	2	0
PB.8207.5	1	0	1	0	0	0	0	1
PB.8207.6	0	0	0	1	0	0	1	0
PB.8209.1	0	0	1	0	2	0	0	0
PB.8209.2	10	5	5	4	7	3	3	4
PB.8209.3	1	0	0	0	0	1	0	0
PB.8209.4	1	3	0	0	0	1	0	1
PB.8209.5	0	2	1	0	0	0	0	1
PB.8209.6	0	0	0	1	1	0	0	0
PB.8209.7	1	0	0	0	1	0	0	0
PB.8209.8	1	2	0	0	0	0	0	0
PB.8209.9	0	0	1	0	1	1	0	0
PB.8210.1	0	0	1	0	1	0	0	0
PB.8211.1	3	5	2	6	1	2	1	0
PB.8211.2	1	0	0	0	2	0	0	2
PB.8212.1	3	1	3	8	1	4	3	0
PB.8212.4	0	0	0	0	0	1	3	0
PB.8213.3	2	1	1	5	3	2	7	0
PB.8213.4	0	1	1	2	0	1	0	0
PB.8213.5	0	0	0	1	0	1	0	0
PB.8213.6	0	0	1	0	0	0	1	0
PB.8213.7	0	0	1	0	2	0	0	0
PB.8213.8	0	0	0	0	1	0	1	0
PB.8214.1	1	3	4	3	0	1	0	1
PB.8215.1	0	0	0	2	0	0	0	0
PB.8215.2	0	0	3	0	0	1	0	0
PB.8215.3	0	0	0	0	0	2	0	0
PB.8216.1	0	1	0	1	0	1	1	1
PB.8216.2	0	1	0	0	1	0	0	0
PB.8216.3	0	0	0	1	0	0	1	0
PB.8216.4	0	1	1	0	0	0	0	0
PB.8217.1	1	0	1	0	0	0	0	0
PB.8217.2	2	3	0	1	0	2	0	0
PB.8217.3	14	19	10	11	9	10	4	6
PB.8217.4	1	0	2	0	1	0	0	0
PB.8217.5	2	0	1	2	1	1	0	0
PB.8217.6	0	2	0	2	2	1	0	0
PB.8218.1	0	1	0	0	0	1	0	0
PB.8218.2	1	0	0	1	0	0	0	0
PB.8219.1	17	23	10	15	13	27	15	4
PB.8220.1	0	0	1	1	1	0	0	0
PB.8221.1	4	4	13	6	7	9	1	4
PB.8222.1	0	1	4	1	3	0	0	0
PB.8223.2	0	1	0	0	0	0	0	1
PB.8223.3	1	0	0	0	0	1	0	0
PB.8223.4	1	1	0	0	0	0	0	0
PB.8224.1	1	1	0	1	1	0	0	0
PB.8225.2	0	0	0	0	1	1	1	0
PB.8226.1	0	0	2	1	1	0	0	0
PB.8227.1	3	1	1	0	3	2	0	1
PB.8228.1	0	1	0	2	0	2	1	1
PB.8228.2	0	0	1	0	0	0	1	0
PB.8229.1	0	0	0	1	0	1	0	0
PB.8229.3	0	0	0	2	0	0	0	1
PB.8229.4	0	1	0	1	0	1	0	0
PB.8229.5	0	0	1	0	0	0	2	1
PB.8229.6	7	4	5	5	3	5	4	4
PB.8229.7	0	0	0	1	1	0	0	0
PB.8230.1	1	0	0	0	1	1	0	0
PB.8231.1	2	4	0	0	1	0	0	0
PB.8233.1	0	3	0	0	0	0	0	1
PB.8233.2	1	0	0	0	0	1	0	0
PB.8233.3	1	0	1	0	0	0	0	0
PB.8233.4	0	0	1	1	0	1	1	0
PB.8233.6	4	6	4	6	2	5	2	0
PB.8235.1	1	0	0	0	0	1	0	1
PB.8235.2	1	1	2	2	1	0	0	1
PB.8235.3	1	2	0	0	0	0	0	0
PB.8235.5	2	0	0	0	0	1	0	0
PB.8236.1	1	0	0	0	1	0	1	1
PB.8237.1	1	2	4	1	0	2	1	0
PB.8237.2	2	1	2	1	1	1	1	2
PB.8240.1	0	0	1	0	2	0	0	0
PB.8242.1	0	0	0	0	2	0	0	0
PB.8243.1	1	3	1	3	1	1	2	0
PB.8246.1	1	0	0	1	0	0	1	1
PB.8249.1	0	0	1	0	0	0	0	1
PB.8252.1	2	4	4	3	0	1	2	1
PB.8252.2	1	1	0	0	0	1	0	1
PB.8252.3	0	1	1	0	0	1	0	0
PB.8252.5	9	5	4	6	3	0	3	3
PB.8253.1	5	4	2	11	7	9	6	15
PB.8253.2	2	0	1	1	0	0	0	0
PB.8253.3	0	0	0	1	0	1	0	0
PB.8253.4	0	1	0	0	0	0	1	0
PB.8253.5	0	0	0	0	0	1	1	0
PB.8253.6	0	2	0	0	0	1	1	0
PB.8254.1	1	1	1	2	0	0	0	0
PB.8255.1	3	7	1	2	0	2	2	1
PB.8255.10	0	0	0	0	1	1	1	1
PB.8255.11	1	2	0	1	1	0	0	1
PB.8255.12	0	1	1	0	0	0	0	0
PB.8255.13	0	2	0	0	0	0	0	0
PB.8255.14	0	0	1	0	0	1	0	0
PB.8255.15	1	0	0	0	0	1	0	0
PB.8255.16	1	0	0	0	0	1	0	0
PB.8255.17	0	0	1	0	0	1	0	0
PB.8255.19	0	2	1	0	0	0	2	2
PB.8255.2	0	1	1	1	0	1	0	0
PB.8255.20	3	2	0	2	2	1	1	3
PB.8255.21	2	1	0	1	0	2	0	1
PB.8255.22	4	1	2	1	0	2	0	1
PB.8255.23	1	1	0	0	0	0	0	0
PB.8255.24	1	1	3	1	1	1	1	2
PB.8255.25	1	2	4	0	3	1	1	0
PB.8255.3	2	6	2	1	1	2	0	4
PB.8255.4	0	2	0	2	1	0	2	0
PB.8255.5	0	0	0	0	0	1	1	0
PB.8255.6	0	0	0	0	1	1	0	0
PB.8255.7	0	0	0	0	0	0	0	2
PB.8255.8	0	0	0	0	0	2	0	0
PB.8255.9	0	1	2	0	0	0	0	0
PB.8256.2	0	0	0	1	1	0	0	0
PB.8258.2	0	1	0	0	0	2	0	0
PB.8259.1	0	0	1	1	0	0	0	0
PB.8260.1	13	24	27	13	32	18	15	12
PB.8261.1	4	1	4	8	3	5	5	4
PB.8262.1	23	24	24	22	32	16	16	25
PB.8262.2	1	2	0	1	0	0	1	0
PB.8262.3	1	0	0	0	1	1	0	0
PB.8263.1	2	0	0	4	1	0	0	1
PB.8264.1	3	2	2	1	3	8	2	3
PB.8267.1	0	0	0	0	1	1	0	0
PB.8268.1	0	1	1	0	0	0	1	0
PB.8268.2	1	0	0	0	1	1	0	2
PB.8269.1	11	11	10	8	6	9	5	18
PB.8269.2	0	0	0	0	0	0	1	2
PB.8269.3	3	3	1	4	2	3	0	0
PB.8269.5	1	3	1	0	1	1	1	1
PB.8270.1	2	0	0	1	0	0	1	0
PB.8270.2	0	2	0	1	1	1	1	0
PB.8270.3	1	1	0	1	0	0	0	1
PB.8270.4	2	6	1	3	0	1	2	0
PB.8271.1	1	2	2	3	2	3	2	2
PB.8272.2	3	2	2	2	2	0	1	2
PB.8273.1	1	2	1	0	0	1	1	0
PB.8274.1	0	1	0	1	0	1	3	6
PB.8274.2	0	1	1	0	0	0	0	0
PB.8274.3	2	1	2	2	1	2	3	3
PB.8274.4	0	2	0	0	0	0	0	2
PB.8274.5	1	0	0	1	0	0	0	0
PB.8274.6	0	1	1	0	0	0	0	0
PB.8274.7	0	0	0	1	1	0	0	0
PB.8274.8	0	1	0	0	0	1	0	0
PB.8275.1	0	0	1	0	0	1	0	0
PB.8275.2	3	5	2	0	3	3	0	5
PB.8276.2	0	0	0	1	1	2	0	0
PB.8277.1	0	0	0	1	0	1	0	0
PB.8278.1	0	2	1	1	1	0	0	1
PB.8279.1	2	3	3	4	2	1	0	0
PB.8279.2	1	0	0	1	0	1	0	0
PB.8279.3	1	0	0	0	0	1	0	0
PB.8281.1	4	3	0	1	2	3	3	1
PB.8281.10	0	1	0	0	0	3	0	0
PB.8281.14	1	0	1	0	0	0	0	0
PB.8281.2	1	0	0	1	0	0	0	0
PB.8281.22	1	0	0	0	0	0	0	1
PB.8281.23	1	0	0	1	1	0	1	0
PB.8281.24	1	0	1	1	1	2	1	0
PB.8281.25	1	0	1	0	1	0	2	3
PB.8281.26	0	0	0	0	0	0	1	1
PB.8281.27	1	3	0	1	3	3	2	0
PB.8281.28	0	2	0	0	0	0	0	1
PB.8281.29	0	1	0	1	0	0	0	0
PB.8281.3	0	2	1	3	1	0	0	0
PB.8281.30	0	1	0	2	0	0	1	0
PB.8281.31	1	0	0	1	0	0	0	0
PB.8281.33	0	0	1	1	0	0	0	1
PB.8281.34	1	3	3	1	2	4	3	0
PB.8281.4	2	7	2	6	3	2	2	9
PB.8281.6	53	54	39	51	26	45	46	72
PB.8281.7	0	0	0	0	2	0	0	0
PB.8281.8	32	26	16	29	14	28	21	31
PB.8281.9	0	0	0	1	0	1	0	1
PB.8282.1	1	0	1	0	0	0	0	0
PB.8282.2	1	0	0	0	1	0	0	0
PB.8282.3	0	0	0	2	0	0	1	0
PB.8282.4	0	1	1	0	0	1	0	0
PB.8283.1	8	4	2	2	2	1	1	1
PB.8283.2	1	1	2	3	1	1	2	2
PB.8284.1	0	3	0	0	0	0	1	1
PB.8285.10	0	1	0	1	0	0	0	0
PB.8285.11	5	3	1	0	1	0	0	1
PB.8285.4	18	18	17	21	2	16	20	19
PB.8285.5	1	1	0	1	0	0	0	1
PB.8285.7	1	0	0	0	1	2	1	2
PB.8285.8	0	1	0	1	1	0	0	0
PB.8287.2	1	1	0	1	0	1	1	1
PB.8288.1	0	2	0	0	0	1	0	1
PB.8290.3	0	3	0	0	1	0	1	3
PB.8290.4	1	0	1	2	0	2	0	0
PB.8290.5	1	0	0	0	0	0	0	1
PB.8290.6	0	0	1	0	0	0	1	0
PB.8291.1	0	4	0	3	0	2	1	0
PB.8292.2	0	0	0	1	0	1	0	0
PB.8293.2	0	0	1	0	1	0	0	0
PB.8294.1	0	1	0	1	0	0	0	0
PB.8295.1	0	0	0	1	0	1	0	0
PB.8295.2	0	0	0	1	1	0	1	0
PB.8296.1	1	1	0	0	1	0	0	1
PB.8297.1	1	1	0	0	0	2	0	1
PB.8298.1	0	1	1	0	0	0	1	0
PB.8298.2	3	0	0	0	0	1	0	0
PB.8298.3	0	0	2	0	0	0	0	0
PB.8299.1	2	1	0	1	0	1	1	1
PB.8301.1	1	2	1	0	2	1	0	1
PB.8302.1	0	0	1	0	0	0	1	0
PB.8302.2	0	1	1	0	0	0	1	0
PB.8303.1	0	1	1	1	0	0	0	0
PB.8304.1	22	20	7	23	13	16	14	16
PB.8304.2	0	1	0	0	1	1	0	0
PB.8304.3	0	0	2	0	1	0	0	2
PB.8305.1	0	1	0	0	1	0	0	0
PB.8305.2	0	0	0	2	0	0	2	2
PB.8305.3	0	0	1	1	0	0	0	0
PB.8305.4	1	1	3	0	0	1	0	0
PB.8305.5	0	1	1	0	0	0	0	0
PB.8307.1	0	0	0	1	0	0	1	0
PB.8308.2	0	0	2	1	0	0	1	0
PB.8308.3	0	2	3	3	4	1	1	0
PB.8309.1	0	2	1	1	0	1	0	0
PB.8309.2	0	0	0	0	2	0	0	0
PB.8310.1	1	1	2	1	0	1	0	2
PB.8311.1	2	0	0	0	2	1	0	0
PB.8311.2	1	1	0	0	0	0	0	0
PB.8312.1	0	1	0	0	0	1	0	0
PB.8313.1	5	1	1	1	1	3	1	0
PB.8313.2	2	5	2	5	5	1	3	2
PB.8313.3	1	0	0	0	0	0	0	1
PB.8314.1	0	0	1	2	0	0	1	1
PB.8314.2	0	0	1	0	1	0	0	0
PB.8315.1	0	0	0	1	1	0	1	0
PB.8316.1	1	0	2	0	0	1	0	0
PB.8316.2	0	1	1	0	3	0	0	0
PB.8317.1	3	2	4	1	0	2	2	1
PB.8318.1	0	3	3	0	1	0	0	4
PB.8318.2	0	1	1	0	0	1	0	0
PB.8319.1	2	5	2	1	1	0	0	0
PB.8320.1	2	0	0	0	0	0	0	0
PB.8321.1	1	1	0	1	0	2	0	1
PB.8322.1	4	5	1	8	1	3	0	3
PB.8323.1	1	2	1	1	1	1	0	1
PB.8323.4	1	0	0	0	0	1	0	0
PB.8324.1	0	0	0	0	0	2	0	0
PB.8325.1	0	0	2	0	0	1	0	0
PB.8326.1	1	4	1	2	0	1	1	3
PB.8327.1	2	0	0	2	0	0	0	0
PB.8327.2	13	6	5	4	2	3	5	2
PB.8327.3	0	0	1	0	0	0	0	1
PB.8328.1	0	0	1	2	1	0	0	0
PB.8328.2	0	2	0	0	0	0	0	0
PB.8328.3	1	0	0	0	0	4	1	0
PB.8329.1	1	0	2	1	0	1	0	3
PB.8330.1	0	0	0	1	0	0	1	0
PB.8331.1	2	1	0	3	0	1	0	2
PB.8331.2	1	0	0	1	0	0	0	0
PB.8333.1	1	2	1	0	2	2	1	0
PB.8333.2	0	1	0	1	0	0	0	0
PB.8334.1	0	2	1	0	0	1	0	1
PB.8334.2	0	1	0	3	1	0	0	0
PB.8334.3	0	0	0	0	0	2	0	0
PB.8335.1	8	14	5	10	9	8	3	5
PB.8335.2	1	0	0	0	0	1	0	0
PB.8335.4	1	0	0	0	0	0	0	1
PB.8337.1	0	0	0	0	1	0	0	1
PB.8338.1	1	2	3	3	0	1	1	2
PB.8339.1	1	0	0	1	0	1	0	0
PB.8339.2	0	0	0	1	0	2	0	0
PB.8339.3	7	6	3	6	2	6	1	5
PB.8341.1	0	0	0	1	0	1	0	0
PB.8342.1	1	1	0	0	0	1	0	1
PB.8343.1	0	0	0	1	0	2	0	0
PB.8343.2	1	2	1	1	0	1	0	2
PB.8343.3	2	3	3	6	0	1	0	2
PB.8344.1	0	0	1	0	0	1	0	0
PB.8344.2	0	3	4	1	1	2	1	3
PB.8346.2	1	4	3	2	2	1	1	0
PB.8347.1	2	0	1	2	0	1	0	1
PB.8347.2	1	0	0	1	0	0	0	0
PB.8348.1	1	2	1	1	2	0	4	2
PB.8350.1	2	7	1	2	2	5	4	4
PB.8350.2	4	2	2	3	1	4	0	4
PB.8350.3	0	2	0	0	2	0	0	0
PB.8350.4	0	0	0	0	2	0	0	0
PB.8350.5	0	0	0	1	0	0	1	0
PB.8350.6	0	2	0	1	0	0	0	0
PB.8350.7	1	0	0	0	1	0	0	0
PB.8350.8	0	1	1	0	0	0	0	0
PB.8354.1	0	1	0	1	0	0	0	0
PB.8354.3	0	0	0	0	0	1	0	1
PB.8354.4	1	0	0	0	0	0	1	0
PB.8354.6	0	1	0	1	0	0	1	1
PB.8354.7	1	1	0	1	0	0	0	0
PB.8355.2	0	0	1	0	0	0	0	1
PB.8357.1	1	0	0	0	0	1	0	1
PB.8357.2	0	1	1	0	0	0	0	0
PB.8358.1	2	0	0	0	0	0	0	0
PB.8358.2	2	2	0	0	0	0	0	0
PB.8359.1	0	0	0	0	1	0	1	0
PB.8359.2	5	3	3	0	6	3	5	1
PB.8360.1	1	0	0	1	0	0	0	1
PB.8360.2	1	1	0	1	0	1	0	0
PB.8360.3	0	0	0	0	0	0	1	1
PB.8360.4	8	12	6	8	5	5	1	3
PB.8360.5	0	0	0	0	0	0	1	1
PB.8361.1	1	0	0	0	0	0	1	0
PB.8362.1	1	4	0	0	2	0	0	0
PB.8362.2	0	0	0	2	0	1	1	0
PB.8363.1	1	3	4	1	1	1	2	2
PB.8365.1	2	1	1	4	1	2	1	2
PB.8366.1	0	0	0	1	1	2	0	1
PB.8369.1	2	5	3	0	3	0	1	0
PB.8369.2	0	1	0	0	0	0	0	1
PB.8370.1	1	0	0	0	0	1	0	0
PB.8372.1	4	7	4	6	4	2	4	0
PB.8373.1	9	8	1	4	1	4	3	3
PB.8373.10	0	0	1	0	0	1	0	1
PB.8373.11	0	0	1	0	1	0	0	0
PB.8373.12	0	1	0	0	1	0	0	1
PB.8373.13	0	0	0	0	1	0	0	1
PB.8373.14	0	0	1	1	1	1	0	0
PB.8373.2	0	1	0	0	0	0	1	1
PB.8373.3	1	1	2	0	0	0	0	0
PB.8373.4	10	5	2	4	2	7	4	2
PB.8373.5	1	1	0	0	0	0	0	0
PB.8373.6	0	1	1	0	1	0	0	0
PB.8373.7	1	3	4	0	0	1	0	0
PB.8373.8	0	2	2	0	0	1	0	0
PB.8373.9	0	2	1	0	1	2	0	0
PB.8375.1	1	1	0	0	1	1	0	0
PB.8376.4	1	0	0	1	0	0	0	0
PB.8376.5	0	1	1	0	0	0	0	0
PB.8377.2	14	18	15	17	7	19	5	9
PB.8377.3	5	5	3	4	5	5	5	4
PB.8377.4	0	1	0	0	1	2	0	0
PB.8377.5	0	0	0	1	0	1	0	0
PB.8378.1	1	0	3	1	0	1	0	0
PB.8378.2	0	0	0	1	1	0	0	0
PB.8379.1	0	0	1	0	0	1	0	1
PB.8379.2	0	1	0	0	0	0	0	1
PB.8380.2	2	2	0	1	3	2	1	2
PB.8380.3	1	0	0	0	2	0	0	1
PB.8381.1	0	1	1	0	0	0	0	0
PB.8382.1	2	3	1	4	1	1	3	0
PB.8383.1	0	0	1	1	0	0	0	0
PB.8384.1	0	7	4	2	2	4	1	5
PB.8384.2	1	0	0	1	0	0	0	0
PB.8385.1	0	1	0	0	0	1	0	0
PB.8386.1	0	0	0	1	0	1	0	0
PB.8389.1	0	1	0	0	0	0	0	2
PB.8389.3	0	0	0	0	1	0	0	1
PB.8390.1	36	29	43	31	42	46	26	23
PB.8390.2	1	0	0	0	1	0	0	0
PB.8390.3	0	1	6	1	4	3	0	2
PB.8390.4	1	0	2	2	0	0	0	1
PB.8392.1	1	1	0	0	0	0	0	0
PB.8394.1	0	0	0	1	2	0	0	0
PB.8394.2	0	1	1	0	1	0	0	1
PB.8395.1	36	50	37	50	28	40	30	19
PB.8395.4	0	0	1	0	0	1	0	0
PB.8395.5	6	4	0	2	0	3	1	1
PB.8395.7	0	2	0	1	0	0	1	0
PB.8397.1	0	2	1	1	0	0	1	3
PB.8397.2	1	1	0	0	0	0	0	0
PB.8397.3	0	0	0	0	0	0	1	1
PB.8397.4	1	3	0	1	0	3	2	1
PB.8397.5	1	0	0	1	0	0	0	0
PB.8398.1	1	1	0	1	0	0	0	1
PB.8399.1	0	1	0	1	0	0	1	0
PB.8399.2	1	0	1	1	0	0	0	0
PB.8399.3	1	0	1	0	0	0	0	0
PB.8401.1	3	3	0	2	2	0	2	1
PB.8403.1	0	0	0	1	1	0	0	0
PB.8403.2	1	0	2	1	0	0	0	0
PB.8404.1	1	3	3	4	2	0	0	3
PB.8404.2	0	0	1	0	1	1	0	1
PB.8405.1	0	1	1	0	0	0	2	0
PB.8406.1	2	1	0	0	0	0	0	0
PB.8406.2	0	0	1	0	0	1	0	0
PB.8407.1	0	2	0	2	0	0	0	0
PB.8408.3	0	0	0	0	0	1	1	0
PB.8409.1	1	0	1	1	0	0	0	2
PB.8410.1	53	41	58	41	53	43	25	28
PB.8410.5	3	0	0	1	1	0	1	0
PB.8410.6	1	0	1	1	1	0	0	0
PB.8410.7	2	1	1	0	0	0	0	2
PB.8410.8	3	2	2	3	2	2	1	1
PB.8411.1	4	3	3	0	1	2	0	2
PB.8411.2	1	0	0	0	0	0	1	0
PB.8412.1	7	12	6	13	2	6	4	4
PB.8412.3	0	0	0	1	1	0	0	0
PB.8413.1	3	1	2	0	2	2	1	0
PB.8413.2	0	1	1	1	0	1	1	1
PB.8413.3	0	0	1	0	0	0	0	1
PB.8413.4	0	1	2	0	0	0	1	0
PB.8414.1	0	1	1	0	1	1	0	1
PB.8414.2	5	4	2	3	3	0	4	1
PB.8414.4	0	1	0	1	0	0	0	0
PB.8415.1	1	1	1	0	1	0	0	1
PB.8416.1	0	0	1	1	0	0	0	0
PB.8417.1	0	1	0	0	0	0	0	1
PB.8418.1	20	10	15	9	12	14	10	13
PB.8418.10	1	1	2	2	0	0	0	1
PB.8418.11	0	0	0	1	0	0	1	0
PB.8418.12	0	0	0	1	1	0	0	0
PB.8418.13	1	0	1	0	1	0	1	0
PB.8418.15	0	1	1	0	0	1	1	3
PB.8418.16	0	0	0	0	1	0	1	0
PB.8418.17	1	0	1	1	0	0	0	1
PB.8418.18	0	1	2	1	2	0	2	1
PB.8418.19	0	1	1	1	0	2	0	0
PB.8418.2	0	1	0	0	1	2	1	1
PB.8418.20	0	0	4	0	0	0	2	0
PB.8418.21	1	0	0	1	0	0	0	2
PB.8418.22	0	0	0	0	1	1	0	0
PB.8418.23	0	0	1	1	1	0	1	0
PB.8418.24	1	0	1	0	0	0	0	0
PB.8418.3	0	1	2	0	3	1	0	2
PB.8418.6	0	0	0	0	0	1	1	1
PB.8418.7	1	1	0	1	0	0	0	2
PB.8418.8	0	0	1	2	0	0	0	0
PB.8419.10	1	0	0	0	0	0	1	0
PB.8419.11	0	0	0	1	0	1	0	0
PB.8419.2	26	43	31	18	21	30	14	13
PB.8419.5	1	3	2	1	0	1	0	0
PB.8420.1	0	0	0	1	0	0	0	1
PB.8420.2	1	4	0	0	0	2	0	2
PB.8420.4	0	1	0	0	0	1	0	0
PB.8421.1	2	3	1	1	1	1	1	2
PB.8422.1	1	0	0	2	1	0	1	0
PB.8422.2	0	0	0	0	1	0	0	1
PB.8424.1	4	3	2	0	1	4	1	1
PB.8425.1	0	1	0	1	0	0	1	0
PB.8427.1	0	1	1	1	0	0	1	0
PB.8428.1	0	2	0	0	0	1	1	0
PB.8428.2	0	0	1	0	0	0	0	1
PB.8428.3	0	0	0	1	0	1	0	0
PB.8428.4	0	1	0	1	0	1	0	0
PB.8429.1	0	1	0	1	0	1	0	0
PB.8429.2	0	0	2	0	0	0	0	0
PB.8429.3	1	0	1	1	0	0	0	0
PB.8429.5	2	1	0	0	0	0	0	0
PB.8430.1	1	0	0	3	1	2	2	2
PB.8432.1	1	4	0	0	1	2	2	1
PB.8432.2	2	3	0	0	0	1	1	0
PB.8433.1	0	2	1	0	0	1	0	0
PB.8434.1	0	1	0	1	0	0	0	0
PB.8435.1	1	1	0	0	0	1	0	0
PB.8435.2	1	0	0	0	0	1	0	0
PB.8435.3	1	2	0	2	3	2	0	1
PB.8436.1	0	1	0	0	0	0	1	0
PB.8437.1	11	17	6	7	6	12	9	9
PB.8437.2	1	1	0	1	0	1	0	0
PB.8437.3	0	2	0	0	0	0	0	1
PB.8438.1	1	0	0	0	0	1	0	0
PB.8439.1	1	0	1	0	0	0	1	0
PB.8440.1	2	1	0	0	2	0	0	0
PB.8440.2	0	0	1	0	1	0	0	0
PB.8442.1	0	1	0	0	0	1	0	0
PB.8442.2	4	18	10	5	2	9	8	5
PB.8442.3	0	0	0	1	0	0	0	1
PB.8443.1	0	0	1	0	0	1	0	0
PB.8445.3	2	0	1	1	1	0	0	2
PB.8445.4	0	4	3	5	2	3	0	2
PB.8445.5	2	0	0	1	0	0	0	0
PB.8446.1	0	1	1	2	0	0	0	0
PB.8447.1	0	0	0	1	0	0	1	0
PB.8448.1	3	0	0	1	0	0	0	2
PB.8448.2	0	0	0	0	0	0	1	1
PB.8448.3	0	1	1	0	0	0	0	0
PB.8449.1	1	0	0	0	0	0	0	3
PB.8449.2	0	1	0	0	0	0	1	0
PB.8452.1	0	0	0	2	0	0	0	0
PB.8452.2	0	1	0	0	0	0	1	0
PB.8452.4	0	1	0	1	0	0	0	0
PB.8453.1	0	0	0	0	2	1	0	1
PB.8453.2	0	0	1	0	2	1	0	0
PB.8455.1	0	1	0	1	0	0	0	0
PB.8458.1	0	0	0	1	0	0	0	1
PB.8459.1	0	1	0	0	0	0	0	1
PB.8460.1	1	0	1	0	0	1	0	1
PB.8461.1	0	0	0	1	0	1	0	0
PB.8464.1	0	0	0	2	1	0	0	0
PB.8465.1	0	0	0	0	0	1	0	1
PB.8469.2	1	2	1	2	3	1	0	1
PB.8469.3	1	3	0	2	3	1	0	1
PB.8471.1	0	0	0	0	0	1	1	0
PB.8471.2	1	1	2	1	0	0	0	2
PB.8472.2	0	2	1	1	1	2	0	0
PB.8473.1	2	0	0	0	0	0	0	0
PB.8475.1	0	1	0	0	0	0	0	1
PB.8476.1	1	2	1	3	0	1	1	2
PB.8476.2	0	1	0	0	0	0	0	1
PB.8478.1	1	0	0	1	0	0	0	0
PB.8479.1	10	5	4	8	6	3	1	0
PB.8479.2	0	0	0	0	0	1	1	0
PB.8479.3	2	0	1	0	0	0	0	0
PB.8479.4	0	1	0	0	0	1	0	1
PB.8480.1	0	0	0	1	0	0	1	1
PB.8480.2	16	11	4	5	5	3	7	2
PB.8480.3	0	1	1	0	0	0	0	0
PB.8481.1	12	9	5	8	2	5	4	5
PB.8481.3	1	0	0	0	2	0	0	0
PB.8481.4	1	1	0	1	1	4	0	0
PB.8482.1	0	0	0	0	0	1	1	0
PB.8482.2	1	1	2	2	1	2	2	1
PB.8482.3	0	2	1	0	0	0	0	0
PB.8483.1	0	1	0	1	0	0	0	0
PB.8483.2	0	1	0	0	1	0	0	0
PB.8484.1	1	1	1	1	1	3	0	0
PB.8485.1	0	1	0	1	1	0	0	0
PB.8485.2	1	1	0	0	0	0	0	0
PB.8485.4	1	4	6	3	0	3	3	2
PB.8485.5	0	0	0	0	1	0	0	1
PB.8486.1	2	2	3	3	3	0	0	1
PB.8486.2	0	1	0	0	0	0	0	1
PB.8486.3	0	0	1	1	0	0	0	0
PB.8487.1	0	1	0	0	0	1	0	0
PB.8490.2	1	0	0	0	0	2	0	0
PB.8490.3	3	3	1	1	2	0	1	0
PB.8491.1	0	1	1	0	1	0	2	1
PB.8492.1	0	0	0	1	1	0	0	0
PB.8492.2	0	1	1	0	0	0	0	0
PB.8492.4	6	10	5	9	4	4	4	2
PB.8493.1	0	2	0	1	0	1	0	1
PB.8493.2	1	0	1	0	0	0	0	0
PB.8493.3	0	1	1	1	0	0	0	0
PB.8493.4	5	16	6	4	4	8	4	4
PB.8493.5	0	1	0	0	1	0	0	0
PB.8494.1	1	1	2	0	3	0	0	1
PB.8494.2	1	0	1	0	0	3	0	2
PB.8494.3	0	0	0	2	0	0	0	1
PB.8494.4	2	0	3	2	2	2	0	0
PB.8494.5	0	2	0	0	0	0	0	0
PB.8495.1	1	2	2	1	2	1	1	2
PB.8496.1	2	1	0	0	0	0	0	0
PB.8497.1	4	2	7	2	2	2	1	1
PB.8498.1	0	0	1	0	0	1	0	0
PB.8499.1	0	0	2	0	0	0	0	0
PB.8499.2	0	1	0	0	1	1	0	0
PB.8500.2	0	0	0	1	2	0	3	2
PB.8500.3	0	1	1	0	0	1	2	1
PB.8501.1	0	1	0	0	2	0	0	0
PB.8501.2	1	0	0	2	5	0	0	1
PB.8503.1	1	1	0	0	0	0	0	1
PB.8503.2	0	0	0	0	1	1	1	0
PB.8504.1	0	0	0	1	0	1	0	0
PB.8504.10	0	0	1	0	0	0	1	0
PB.8504.11	1	0	0	0	1	0	0	0
PB.8504.5	1	0	0	0	1	0	0	0
PB.8504.6	0	0	2	0	0	0	0	0
