transcript_id	All
PB.2535.4	11
PB.2536.1	298
PB.2537.2	2
PB.2538.1	4
PB.2538.2	3
PB.2538.4	18
PB.2539.2	2
PB.2539.3	17
PB.2540.1	3
PB.2542.1	11
PB.2543.1	10
PB.2544.1	5
PB.2545.1	2
PB.2546.1	4
PB.2547.1	3
PB.2548.1	41
PB.2548.2	2
PB.2549.1	8
PB.2551.2	6
PB.2552.1	6
PB.2552.2	16
PB.2552.3	3
PB.2553.1	4
PB.2554.1	3
PB.2555.10	13
PB.2555.17	3
PB.2555.18	2
PB.2555.20	4
PB.2555.22	71
PB.2555.23	61
PB.2555.26	7
PB.2555.27	3
PB.2555.29	6
PB.2555.31	2
PB.2555.4	129
PB.2555.9	3
PB.2557.10	4
PB.2557.11	2
PB.2557.12	2
PB.2557.13	2
PB.2557.14	2
PB.2557.2	2
PB.2557.3	2
PB.2557.4	3
PB.2557.5	7
PB.2557.6	4
PB.2557.7	3
PB.2558.2	8
PB.2559.1	2
PB.2560.1	2
PB.2560.2	23
PB.2561.1	12
PB.2561.2	2
PB.2562.1	4
PB.2563.1	58
PB.2564.1	5
PB.2564.2	32
PB.2564.3	6
PB.2564.4	3
PB.2565.1	7
PB.2565.2	2
PB.2566.1	2
PB.2566.2	7
PB.2567.1	2
PB.2568.2	8
PB.2569.1	3
PB.2570.1	31
PB.2570.3	2
PB.2571.1	3
PB.2572.1	2
PB.2573.1	5
PB.2573.3	18
PB.2573.4	3
PB.2573.5	5
PB.2573.6	2
PB.2574.1	2
PB.2576.1	2
PB.2576.2	4
PB.2578.1	2
PB.2578.10	5
PB.2578.2	15
PB.2578.5	9
PB.2578.6	13
PB.2578.7	2
PB.2578.8	17
PB.2578.9	6
PB.2579.1	22
PB.2580.1	4
PB.2581.2	10
PB.2582.1	4
PB.2584.1	6
PB.2585.10	2
PB.2585.11	2
PB.2585.12	11
PB.2585.2	2
PB.2585.3	2
PB.2585.4	68
PB.2585.5	10
PB.2585.6	2
PB.2585.7	2
PB.2585.8	3
PB.2585.9	3
PB.2586.1	5
PB.2587.2	2
PB.2587.3	8
PB.2587.4	2
PB.2587.5	2
PB.2587.6	15
PB.2588.1	11
PB.2589.1	13
PB.2589.3	2
PB.2590.1	9
PB.2591.1	3
PB.2592.1	13
PB.2593.1	2
PB.2593.2	6
PB.2594.1	10
PB.2594.2	8
PB.2594.4	2
PB.2595.1	43
PB.2596.1	3
PB.2596.2	11
PB.2596.3	2
PB.2596.4	2
PB.2596.5	8
PB.2597.1	19
PB.2599.1	2
PB.2599.2	2
PB.2599.3	2
PB.2599.4	5
PB.2599.5	7
PB.2599.6	14
PB.2599.7	3
PB.2600.1	3
PB.2600.2	2
PB.2600.3	3
PB.2600.4	10
PB.2600.5	2
PB.2600.6	2
PB.2600.7	4
PB.2600.8	2
PB.2602.1	3
PB.2604.1	12
PB.2604.2	13
PB.2604.3	2
PB.2605.1	56
PB.2605.2	16
PB.2605.3	3
PB.2605.4	2
PB.2606.1	12
PB.2607.1	3
PB.2607.2	5
PB.2608.1	2
PB.2608.2	3
PB.2608.3	11
PB.2608.4	2
PB.2610.3	2
PB.2612.1	4
PB.2613.1	4
PB.2614.1	17
PB.2615.1	3
PB.2616.1	3
PB.2616.2	18
PB.2616.3	2
PB.2617.1	2
PB.2618.1	2
PB.2618.2	3
PB.2618.3	2
PB.2619.1	3
PB.2620.1	10
PB.2620.2	2
PB.2620.3	2
PB.2621.1	4
PB.2621.2	6
PB.2622.1	2
PB.2623.14	2
PB.2623.17	31
PB.2623.19	6
PB.2623.22	3
PB.2623.23	2
PB.2623.24	6
PB.2623.25	3
PB.2623.26	7
PB.2623.27	2
PB.2623.28	4
PB.2623.4	9
PB.2623.5	268
PB.2624.2	48
PB.2625.1	3
PB.2625.2	4
PB.2628.1	6
PB.2632.1	18
PB.2633.2	8
PB.2634.105	66
PB.2634.109	3
PB.2634.110	2
PB.2634.111	25
PB.2634.12	143
PB.2634.16	3
PB.2634.164	12
PB.2634.165	8
PB.2634.17	7
PB.2634.182	36
PB.2634.199	4
PB.2634.2	67145
PB.2634.207	21
PB.2634.216	2
PB.2634.226	29
PB.2634.229	6
PB.2634.245	5
PB.2634.249	2
PB.2634.251	3
PB.2634.252	22
PB.2634.253	10
PB.2634.256	1604
PB.2634.278	2
PB.2634.279	2
PB.2634.282	3
PB.2634.288	2
PB.2634.292	3
PB.2634.293	2
PB.2634.296	2
PB.2634.297	6
PB.2634.299	114
PB.2634.3	12
PB.2634.300	46
PB.2634.301	26
PB.2634.303	6
PB.2634.304	211
PB.2634.305	6
PB.2634.307	20
PB.2634.308	2
PB.2634.310	926
PB.2634.313	3
PB.2634.316	2
PB.2634.317	2
PB.2634.318	5
PB.2634.324	4
PB.2634.325	68
PB.2634.327	722
PB.2634.329	2
PB.2634.335	7
PB.2634.356	6
PB.2634.358	9
PB.2634.365	2618
PB.2634.374	2
PB.2634.38	30
PB.2634.388	2
PB.2634.389	2
PB.2634.391	4
PB.2634.392	3185
PB.2634.414	2
PB.2634.419	4492
PB.2634.427	2
PB.2634.430	4
PB.2634.432	2
PB.2634.434	2
PB.2634.44	46
PB.2634.448	4
PB.2634.457	3
PB.2634.458	3
PB.2634.462	2
PB.2634.463	1181
PB.2634.466	4
PB.2634.470	2683
PB.2634.471	8
PB.2634.475	1365
PB.2634.48	2
PB.2634.5	2
PB.2634.52	2
PB.2634.53	2
PB.2634.54	2
PB.2634.55	47
PB.2634.57	9
PB.2634.59	2
PB.2634.62	18
PB.2634.71	16
PB.2634.76	90
PB.2634.87	5
PB.2634.92	63
PB.2634.94	37
PB.2635.2	12
PB.2636.1	15
PB.2637.1	11
PB.2637.117	2
PB.2637.122	2
PB.2637.131	5
PB.2637.135	9
PB.2637.138	5
PB.2637.148	1106
PB.2637.151	2
PB.2637.154	1019
PB.2637.159	662
PB.2637.16	40
PB.2637.160	2
PB.2637.161	38
PB.2637.165	5
PB.2637.17	573
PB.2637.172	77
PB.2637.179	757
PB.2637.183	3
PB.2637.186	23
PB.2637.188	4
PB.2637.196	4
PB.2637.21	3
PB.2637.225	55
PB.2637.228	3
PB.2637.235	423
PB.2637.24	3
PB.2637.249	2
PB.2637.253	4
PB.2637.254	2
PB.2637.256	5
PB.2637.265	5
PB.2637.268	3
PB.2637.269	399
PB.2637.27	2
PB.2637.270	25
PB.2637.274	9
PB.2637.276	9
PB.2637.277	283
PB.2637.281	6
PB.2637.286	6
PB.2637.293	11
PB.2637.296	4
PB.2637.31	22
PB.2637.319	25
PB.2637.32	180
PB.2637.33	2
PB.2637.332	2
PB.2637.333	2
PB.2637.334	10046
PB.2637.336	399
PB.2637.337	2
PB.2637.338	8
PB.2637.341	6
PB.2637.345	4
PB.2637.346	505
PB.2637.348	4
PB.2637.35	4
PB.2637.350	36
PB.2637.355	3
PB.2637.358	2
PB.2637.359	2
PB.2637.360	271
PB.2637.366	2
PB.2637.373	7
PB.2637.375	41
PB.2637.380	2
PB.2637.382	14
PB.2637.383	17
PB.2637.386	3
PB.2637.387	246
PB.2637.392	6
PB.2637.393	3
PB.2637.395	2
PB.2637.4	13
PB.2637.400	663
PB.2637.403	3
PB.2637.414	3
PB.2637.415	2
PB.2637.416	10
PB.2637.43	3
PB.2637.431	11
PB.2637.435	452
PB.2637.44	5
PB.2637.441	5
PB.2637.443	51
PB.2637.445	84
PB.2637.446	14
PB.2637.448	17
PB.2637.45	6
PB.2637.455	7
PB.2637.456	14
PB.2637.459	37
PB.2637.463	3
PB.2637.467	4
PB.2637.468	293
PB.2637.471	3
PB.2637.476	4
PB.2637.480	4
PB.2637.481	2
PB.2637.487	90
PB.2637.49	4
PB.2637.494	14
PB.2637.495	4
PB.2637.5	2
PB.2637.502	2
PB.2637.503	42
PB.2637.507	447
PB.2637.508	512
PB.2637.514	25
PB.2637.533	29
PB.2637.551	14
PB.2637.555	3
PB.2637.556	2
PB.2637.558	2
PB.2637.564	6
PB.2637.565	159
PB.2637.567	3
PB.2637.57	117
PB.2637.574	4
PB.2637.58	2
PB.2637.581	5
PB.2637.588	28
PB.2637.595	226
PB.2637.599	20
PB.2637.600	398
PB.2637.610	106
PB.2637.612	11
PB.2637.619	20
PB.2637.62	4
PB.2637.622	3
PB.2637.631	292
PB.2637.638	5
PB.2637.640	9
PB.2637.645	2
PB.2637.647	2
PB.2637.648	2
PB.2637.649	10
PB.2637.652	33
PB.2637.656	2
PB.2637.665	23
PB.2637.668	3
PB.2637.68	110
PB.2637.681	68
PB.2637.685	3
PB.2637.686	4
PB.2637.689	9
PB.2637.697	2
PB.2637.7	4
PB.2637.70	4
PB.2637.701	2
PB.2637.72	55
PB.2637.720	9
PB.2637.724	22
PB.2637.729	2
PB.2637.73	7
PB.2637.736	2
PB.2637.766	2
PB.2637.790	2
PB.2637.794	2
PB.2637.795	2
PB.2637.796	4
PB.2637.797	10
PB.2637.798	2
PB.2637.80	3564
PB.2637.800	2
PB.2637.807	4
PB.2637.808	2
PB.2637.809	15
PB.2637.814	5
PB.2637.815	71
PB.2637.816	10
PB.2637.817	3
PB.2637.818	3
PB.2637.819	6
PB.2637.820	6
PB.2637.821	11
PB.2637.822	27
PB.2637.823	4
PB.2637.84	2
PB.2637.85	2
PB.2637.86	1256
PB.2637.9	2
PB.2638.2	28
PB.2638.3	7
PB.2639.10	2
PB.2639.11	3
PB.2639.12	8
PB.2639.4	3
PB.2639.5	18
PB.2639.6	90
PB.2639.9	6
PB.2643.1	59
PB.2643.2	2
PB.2644.1	6
PB.2644.2	4
PB.2645.10	3
PB.2645.11	26
PB.2645.13	3
PB.2645.16	2
PB.2645.2	102
PB.2645.3	92
PB.2646.1	6
PB.2646.3	5
PB.2646.5	2
PB.2648.1	8
PB.2648.2	2
PB.2649.1	4
PB.2650.1	5
PB.2650.2	5
PB.2651.1	2
PB.2651.2	33
PB.2651.3	2
PB.2652.1	2
PB.2653.2	2
PB.2654.1	2
PB.2655.1	3
PB.2656.4	3
PB.2656.5	2
PB.2657.1	3
PB.2657.2	3
PB.2658.1	10
PB.2658.2	2
PB.2659.1	3
PB.2659.2	3
PB.2660.1	101
PB.2660.2	4
PB.2660.3	7
PB.2660.4	5
PB.2660.5	2
PB.2660.6	4
PB.2660.7	10
PB.2661.1	4
PB.2661.2	2
PB.2662.1	2
PB.2663.1	20
PB.2663.2	2
PB.2664.24	2
PB.2666.1	9
PB.2666.2	3
PB.2666.3	2
PB.2668.1	3
PB.2668.2	2
PB.2669.1	3
PB.2670.10	324
PB.2670.11	3
PB.2670.12	2
PB.2670.15	109
PB.2670.17	5
PB.2670.18	15
PB.2670.4	231
PB.2670.6	6
PB.2670.7	8
PB.2670.8	3
PB.2670.9	3
PB.2671.1	7
PB.2672.3	25
PB.2672.4	42
PB.2672.5	4
PB.2672.6	5
PB.2672.7	2
PB.2673.1	11
PB.2673.2	2
PB.2673.3	2
PB.2674.1	2
PB.2676.1	10
PB.2678.1	4
PB.2678.2	43
PB.2678.3	7
PB.2678.4	5
PB.2680.1	2
PB.2681.1	2
PB.2682.2	299
PB.2682.6	3
PB.2683.1	5
PB.2685.1	10
PB.2688.2	27
PB.2689.1	4
PB.2689.2	3
PB.2690.1	2
PB.2690.2	2
PB.2691.1	3
PB.2691.2	9
PB.2691.4	2
PB.2692.1	2
PB.2695.1	2
PB.2696.1	2
PB.2696.2	18
PB.2696.3	9
PB.2696.4	5
PB.2697.1	2
PB.2698.1	3
PB.2698.2	44
PB.2698.3	7
PB.2699.1	19
PB.2699.2	13
PB.2699.3	9
PB.2700.1	14
PB.2701.1	2
PB.2701.2	3
PB.2701.3	4
PB.2701.4	2
PB.2702.1	2
PB.2703.1	2
PB.2703.2	2
PB.2703.3	2
PB.2703.4	2
PB.2703.5	2
PB.2704.1	3
PB.2705.1	3
PB.2705.2	2
PB.2705.4	4
PB.2705.5	4
PB.2705.6	4
PB.2708.2	4
PB.2710.1	3
PB.2710.2	4
PB.2710.3	6
PB.2712.1	5
PB.2713.1	14
PB.2713.2	2
PB.2714.2	3
PB.2714.3	2
PB.2715.1	2
PB.2715.2	4
PB.2717.12	2
PB.2717.14	2
PB.2717.3	2
PB.2717.4	2
PB.2717.5	5
PB.2717.6	10
PB.2717.7	11
PB.2717.8	16
PB.2717.9	18
PB.2719.1	6
PB.2719.2	4
PB.2721.1	3
PB.2721.2	2
PB.2723.1	6
PB.2723.2	7
PB.2723.3	2
PB.2724.1	3
PB.2724.2	12
PB.2724.4	2
PB.2724.5	2
PB.2724.6	3
PB.2724.7	2
PB.2725.1	23
PB.2725.2	2
PB.2726.1	5
PB.2727.1	3
PB.2729.1	49
PB.2729.4	3
PB.2729.5	4
PB.2729.6	2
PB.2730.1	3
PB.2731.1	63
PB.2731.10	3
PB.2731.11	5
PB.2731.12	2
PB.2731.13	2
PB.2731.14	3
PB.2731.2	6
PB.2731.4	5
PB.2731.5	3
PB.2731.6	2
PB.2731.7	3
PB.2731.9	3
PB.2732.1	20
PB.2733.1	2
PB.2733.2	184
PB.2733.3	4
PB.2733.4	4
PB.2734.1	5
PB.2734.2	3
PB.2734.3	23
PB.2735.1	2
PB.2739.1	4
PB.2739.2	5
PB.2741.1	2
PB.2742.10	2
PB.2742.11	2
PB.2742.12	3
PB.2742.13	3
PB.2742.15	107
PB.2742.16	2
PB.2742.17	2
PB.2742.18	12
PB.2742.19	6
PB.2742.20	2
PB.2742.21	7
PB.2742.22	2
PB.2742.23	2
PB.2742.3	94
PB.2742.6	4
PB.2742.7	3
PB.2743.1	4
PB.2743.2	2
PB.2744.1	3
PB.2744.2	5
PB.2745.1	8
PB.2746.1	11
PB.2747.1	18
PB.2748.1	18
PB.2748.4	111
PB.2748.5	2
PB.2748.6	8
PB.2749.1	8
PB.2749.10	5
PB.2749.11	2
PB.2749.12	2
PB.2749.13	2
PB.2749.3	4
PB.2749.4	6
PB.2749.5	4
PB.2749.6	2
PB.2749.7	3
PB.2749.8	2
PB.2749.9	2
PB.2751.1	26
PB.2752.1	3
PB.2752.2	2
PB.2753.1	8
PB.2753.2	2
PB.2753.3	2
PB.2753.4	2
PB.2755.1	6
PB.2759.1	4
PB.2761.2	3
PB.2761.3	4
PB.2761.4	5
PB.2761.5	5
PB.2762.1	2
PB.2763.1	5
PB.2763.2	2
PB.2765.1	2
PB.2765.2	2
PB.2765.3	3
PB.2765.4	6
PB.2765.5	2
PB.2765.6	5
PB.2766.1	3
PB.2768.1	2
PB.2769.2	2
PB.2769.4	2
PB.2769.5	2
PB.2770.1	2
PB.2770.2	3
PB.2771.1	110
PB.2771.2	2
PB.2771.3	8
PB.2771.4	3
PB.2772.1	6
PB.2772.2	7
PB.2773.1	11
PB.2774.1	2
PB.2774.2	2
PB.2776.1	57
PB.2776.2	2
PB.2777.1	2
PB.2777.2	3
PB.2778.1	2
PB.2778.2	2
PB.2779.1	2
PB.2779.3	25
PB.2780.1	3
PB.2781.1	2
PB.2782.1	162
PB.2782.2	10
PB.2782.3	7
PB.2783.1	9
PB.2784.1	3
PB.2785.3	2
PB.2785.4	2
PB.2785.5	2
PB.2785.6	148
PB.2785.7	5
PB.2786.1	13
PB.2786.3	2
PB.2786.4	15
PB.2786.5	102
PB.2786.6	2
PB.2787.10	6
PB.2787.14	16
PB.2787.15	14
PB.2787.16	60
PB.2787.17	4
PB.2787.18	3
PB.2787.2	18
PB.2787.20	2
PB.2787.22	17
PB.2787.23	45
PB.2787.24	183
PB.2787.25	4
PB.2787.27	14
PB.2787.28	9
PB.2787.29	5
PB.2787.3	2
PB.2787.30	3
PB.2787.4	9
PB.2787.6	25
PB.2787.7	196
PB.2787.8	3
PB.2787.9	24
PB.2788.1	4
PB.2788.3	145
PB.2788.6	16
PB.2789.1	22
PB.2789.10	3
PB.2789.11	3
PB.2789.12	6
PB.2789.13	33
PB.2789.14	3
PB.2789.15	2
PB.2789.16	7
PB.2789.17	2
PB.2789.19	2
PB.2789.4	2
PB.2789.5	6
PB.2789.6	2
PB.2789.8	2
PB.2789.9	14
PB.2790.1	2
PB.2791.1	15
PB.2792.1	10
PB.2792.3	2
PB.2792.4	4
PB.2793.1	39
PB.2793.10	2
PB.2793.11	2
PB.2793.3	45
PB.2793.5	3
PB.2793.6	2
PB.2793.7	3
PB.2793.8	2
PB.2793.9	2
PB.2794.1	5
PB.2795.1	2
PB.2796.1	8
PB.2798.1	2
PB.2798.3	2
PB.2798.4	2
PB.2800.1	3
PB.2800.2	2
PB.2800.3	2
PB.2800.4	2
PB.2800.5	2
PB.2800.6	2
PB.2800.7	4
PB.2800.8	3
PB.2800.9	2
PB.2801.2	2
PB.2802.2	18
PB.2802.3	6
PB.2803.1	19
PB.2803.2	2
PB.2804.1	5
PB.2804.3	2
PB.2805.1	5
PB.2806.1	8
PB.2806.2	15
PB.2806.3	4
PB.2807.1	9
PB.2809.1	2
PB.2809.2	2
PB.2809.3	5
PB.2809.4	54
PB.2810.1	2
PB.2811.1	2
PB.2814.1	2
PB.2815.1	26
PB.2815.2	5
PB.2815.3	2
PB.2815.6	5
PB.2816.2	14
PB.2816.3	3
PB.2816.4	10
PB.2819.1	3
PB.2819.2	7
PB.2820.1	13
PB.2820.2	2
PB.2820.3	7
PB.2820.4	2
PB.2821.1	4
PB.2822.1	2
PB.2823.1	2
PB.2826.1	6
PB.2828.1	2
PB.2829.1	111
PB.2829.2	4
PB.2829.3	7
PB.2831.1	3
PB.2832.1	43
PB.2833.1	8
PB.2834.1	3
PB.2834.3	5
PB.2835.2	2
PB.2835.3	2
PB.2835.4	2
PB.2835.5	4
PB.2835.6	2
PB.2840.1	2
PB.2841.1	5
PB.2841.3	2
PB.2842.1	6
PB.2842.2	6
PB.2842.3	3
PB.2846.10	2
PB.2846.6	14
PB.2846.7	9
PB.2846.8	24
PB.2846.9	2
PB.2848.1	6
PB.2851.2	4
PB.2852.1	13
PB.2852.2	3
PB.2853.1	4
PB.2855.4	76
PB.2856.1	3
PB.2857.3	43
PB.2857.6	2
PB.2858.1	3
PB.2858.3	78
PB.2858.4	2
PB.2858.5	2
PB.2859.1	5
PB.2860.1	5
PB.2861.2	2
PB.2861.3	4
PB.2861.4	34
PB.2861.5	42
PB.2861.6	3
PB.2861.7	2
PB.2862.1	2
PB.2863.1	9
PB.2864.1	4
PB.2865.1	12
PB.2866.1	5
PB.2867.1	2
PB.2867.2	10
PB.2867.3	2
PB.2867.4	5
PB.2867.5	4
PB.2867.6	3
PB.2868.1	8
PB.2869.1	2
PB.2869.2	3
PB.2869.3	4
PB.2870.1	3
PB.2871.1	2
PB.2872.1	3
PB.2872.2	6
PB.2872.3	2
PB.2872.4	2
PB.2872.6	83
PB.2872.7	2
PB.2872.8	47
PB.2873.1	2
PB.2873.2	3
PB.2875.1	2
PB.2876.10	3
PB.2876.2	5
PB.2876.3	3
PB.2876.5	8
PB.2876.6	224
PB.2876.7	2
PB.2876.8	6
PB.2876.9	10
PB.2877.1	5
PB.2877.2	10
PB.2878.1	3
PB.2878.2	3
PB.2879.1	44
PB.2880.1	28
PB.2880.3	2
PB.2880.5	2
PB.2880.6	3
PB.2881.1	10
PB.2881.2	2
PB.2882.1	56
PB.2882.2	14
PB.2883.1	2
PB.2883.2	2
PB.2883.3	3
PB.2884.1	20
PB.2884.2	2
PB.2885.1	4
PB.2885.2	9
PB.2885.3	2
PB.2885.4	2
PB.2885.5	2
PB.2886.1	4
PB.2886.2	2
PB.2887.1	5
PB.2888.1	4
PB.2889.1	3
PB.2890.1	3
PB.2890.2	2
PB.2891.1	2
PB.2891.3	40
PB.2891.4	2
PB.2893.1	6
PB.2894.1	7
PB.2894.10	3
PB.2894.11	2
PB.2894.12	2
PB.2894.14	2
PB.2894.15	2
PB.2894.16	2
PB.2894.17	2
PB.2894.3	15
PB.2894.6	79
PB.2894.7	14
PB.2894.8	2
PB.2894.9	2
PB.2895.1	28
PB.2895.2	8
PB.2896.1	7
PB.2897.1	9
PB.2897.2	3
PB.2897.3	2
PB.2898.1	2
PB.2898.2	18
PB.2899.3	2
PB.2900.1	61
PB.2900.2	5
PB.2900.3	9
PB.2900.4	7
PB.2901.1	2
PB.2901.2	4
PB.2902.4	2
PB.2902.5	3
PB.2903.1	3
PB.2904.1	2
PB.2907.1	54
PB.2907.2	10
PB.2909.1	2
PB.2909.2	4
PB.2909.3	2
PB.2909.4	32
PB.2912.1	3
PB.2913.2	8
PB.2914.1	19
PB.2915.1	2
PB.2915.10	2
PB.2915.2	2
PB.2915.3	7
PB.2915.4	5
PB.2915.5	12
PB.2915.6	13
PB.2915.7	2
PB.2915.9	2
PB.2916.1	3
PB.2917.1	6
PB.2919.1	2
PB.2919.2	2
PB.2920.1	2
PB.2922.1	13
PB.2923.1	19
PB.2924.1	7
PB.2925.1	19
PB.2926.1	3
PB.2927.1	6
PB.2927.2	2
PB.2928.1	2
PB.2928.2	2
PB.2929.1	52
PB.2929.3	4
PB.2930.1	4
PB.2931.1	3
PB.2932.1	50
PB.2932.2	2
PB.2933.1	12
PB.2933.2	3
PB.2933.3	2
PB.2934.1	2
PB.2934.2	12
PB.2935.1	2
PB.2935.2	6
PB.2935.3	2
PB.2936.1	2
PB.2936.2	10
PB.2936.3	5
PB.2940.1	2
PB.2941.1	5
PB.2941.2	2
PB.2942.1	9
PB.2943.6	4
PB.2944.1	29
PB.2944.10	5
PB.2944.5	99
PB.2944.6	23
PB.2944.7	8
PB.2944.8	14
PB.2944.9	2
PB.2945.1	2
PB.2946.1	5
PB.2947.1	2
PB.2947.2	5
PB.2947.3	4
PB.2948.1	31
PB.2948.2	3
PB.2948.3	2
PB.2948.4	3
PB.2948.5	2
PB.2949.1	9
PB.2949.2	2
PB.2952.1	8
PB.2952.2	4
PB.2953.1	4
PB.2953.2	2
PB.2955.1	3
PB.2958.1	8
PB.2959.1	3
PB.2959.2	19
PB.2960.1	4
PB.2961.1	9
PB.2962.1	8
PB.2963.1	2
PB.2963.2	21
PB.2963.4	2
PB.2963.5	9
PB.2964.1	35
PB.2964.10	3
PB.2964.11	3
PB.2964.4	2
PB.2964.5	38
PB.2964.6	4
PB.2964.7	3
PB.2964.8	3
PB.2964.9	2
PB.2966.1	11
PB.2967.1	3
PB.2967.10	4
PB.2967.11	2
PB.2967.12	3
PB.2967.13	3
PB.2967.3	36
PB.2967.4	6
PB.2967.5	2
PB.2967.6	5
PB.2967.7	2
PB.2967.8	3
PB.2967.9	23
PB.2969.1	4
PB.2969.2	2
PB.2969.3	2
PB.2970.3	2
PB.2971.1	2
PB.2972.10	4
PB.2972.11	6
PB.2972.13	5
PB.2972.14	2
PB.2972.15	2
PB.2972.16	5
PB.2972.17	2
PB.2972.2	175
PB.2972.5	4
PB.2972.6	9
PB.2972.7	5
PB.2972.8	4
PB.2972.9	3
PB.2973.1	8
PB.2973.3	4
PB.2973.4	2
PB.2974.1	103
PB.2975.2	59
PB.2975.3	2
PB.2975.4	2
PB.2975.5	2
PB.2976.2	3
PB.2976.3	3
PB.2977.1	5
PB.2978.1	2
PB.2978.3	29
PB.2978.4	7
PB.2979.1	2
PB.2980.10	2
PB.2980.11	2
PB.2980.12	3
PB.2980.2	7
PB.2980.3	19
PB.2980.4	3
PB.2980.5	2
PB.2980.7	2
PB.2980.8	2
PB.2980.9	3
PB.2981.1	2
PB.2981.2	2
PB.2982.1	7
PB.2983.1	7
PB.2983.2	9
PB.2983.3	2
PB.2983.4	3
PB.2983.5	3
PB.2983.6	2
PB.2983.7	4
PB.2983.8	2
PB.2983.9	3
PB.2984.1	5
PB.2985.1	6
PB.2985.2	44
PB.2986.1	57
PB.2986.2	3
PB.2987.1	3
PB.2989.1	23
PB.2989.3	2
PB.2989.5	2
PB.2990.5	10
PB.2991.2	31
PB.2992.1	8
PB.2993.1	3
PB.2993.2	4
PB.2994.1	4
PB.2994.2	22
PB.2994.3	2
PB.2994.4	3
PB.2995.1	2
PB.2996.1	2
PB.2996.2	3
PB.2998.1	27
PB.2998.2	2
PB.2998.4	6
PB.2998.5	2
PB.2998.6	2
PB.2998.7	4
PB.2998.8	4
PB.2999.1	6
PB.2999.10	2
PB.2999.5	262
PB.2999.7	5
PB.2999.8	5
PB.2999.9	8
PB.3001.1	2
PB.3001.2	2
PB.3001.3	19
PB.3001.4	2
PB.3001.5	2
PB.3003.1	4
PB.3003.2	8
PB.3003.3	5
PB.3004.1	6
PB.3005.1	2
PB.3007.1	3
PB.3009.1	2
PB.3009.10	4
PB.3009.11	2
PB.3009.12	7
PB.3009.2	21
PB.3009.3	144
PB.3009.4	16
PB.3009.6	2
PB.3009.7	4
PB.3009.8	2
PB.3009.9	6
PB.3010.3	2
PB.3010.4	2
PB.3011.1	3
PB.3012.1	2
PB.3013.1	4
PB.3013.2	3
PB.3014.1	2
PB.3014.2	4
PB.3014.3	2
PB.3015.1	2
PB.3016.1	4
PB.3017.1	2
PB.3018.2	155
PB.3018.3	3
PB.3018.4	8
PB.3018.5	2
PB.3020.1	4
PB.3021.1	2
PB.3021.2	2
PB.3022.1	6
PB.3023.1	5
PB.3023.2	2
PB.3024.1	2
PB.3025.1	9
PB.3026.1	7
PB.3026.3	7
PB.3026.4	41
PB.3026.5	14
PB.3026.6	2
PB.3026.7	2
PB.3026.8	2
PB.3028.1	6
PB.3029.1	2
PB.3030.1	2
PB.3030.2	49
PB.3030.3	4
PB.3030.4	3
PB.3030.5	2
PB.3030.6	9
PB.3030.7	6
PB.3031.1	11
PB.3031.3	2
PB.3034.1	2
PB.3038.1	3
PB.3038.2	2
PB.3039.1	71
PB.3040.2	3
PB.3041.1	3
PB.3043.1	2
PB.3044.1	8
PB.3044.10	3
PB.3044.11	2
PB.3044.12	4
PB.3044.13	6
PB.3044.14	3
PB.3044.15	2
PB.3044.2	2
PB.3044.3	2
PB.3044.4	2
PB.3044.5	4
PB.3044.6	2
PB.3044.7	2
PB.3044.8	2
PB.3044.9	2
PB.3045.1	3
PB.3045.2	3
PB.3045.4	2
PB.3045.5	2
PB.3045.6	2
PB.3046.1	2
PB.3046.2	5
PB.3046.3	9
PB.3047.1	2
PB.3047.2	9
PB.3047.3	5
PB.3049.1	2
PB.3050.1	8
PB.3051.10	5
PB.3051.11	2
PB.3051.12	4
PB.3051.13	23
PB.3051.14	5
PB.3051.15	5
PB.3051.16	2
PB.3051.2	11
PB.3051.3	2
PB.3051.4	5
PB.3051.5	4
PB.3051.6	2
PB.3051.7	4
PB.3051.8	9
PB.3051.9	9
PB.3052.1	3
PB.3053.1	2
PB.3054.1	2
PB.3057.1	4
PB.3057.3	2
PB.3058.1	12
PB.3059.1	2
PB.3060.1	2
PB.3061.1	10
PB.3061.2	76
PB.3061.3	5
PB.3062.1	2
PB.3062.2	2
PB.3062.3	6
PB.3062.4	11
PB.3063.1	90
PB.3063.10	4
PB.3063.11	4
PB.3063.12	2
PB.3063.13	5
PB.3063.14	4
PB.3063.2	9
PB.3063.3	2
PB.3063.4	2
PB.3063.5	5
PB.3063.6	2
PB.3063.7	12
PB.3063.8	3
PB.3063.9	4
PB.3064.1	21
PB.3065.1	9
PB.3065.2	4
PB.3067.1	13
PB.3068.1	17
PB.3068.2	4
PB.3068.3	2
PB.3069.1	16
PB.3070.1	3
PB.3071.1	3
PB.3071.10	8
PB.3071.3	19
PB.3071.4	4
PB.3071.5	12
PB.3073.1	16
PB.3075.1	2
PB.3076.10	2
PB.3076.3	2
PB.3076.4	381
PB.3076.7	14
PB.3076.8	6
PB.3077.1	1103
PB.3077.10	4
PB.3077.16	3
PB.3077.4	32
PB.3079.1	2
PB.3080.1	2
PB.3081.1	2
PB.3081.2	2
PB.3081.3	2
PB.3082.1	32
PB.3082.2	2
PB.3082.3	2
PB.3083.11	6
PB.3083.12	16
PB.3083.13	2
PB.3083.14	6
PB.3083.15	2
PB.3083.16	4
