transcript_id	All
PB.4183.1	13
PB.4183.2	2
PB.4184.1	22
PB.4185.1	55
PB.4185.2	2
PB.4185.3	4
PB.4186.1	6
PB.4186.2	2
PB.4186.3	10
PB.4187.1	8
PB.4187.2	19
PB.4187.3	2
PB.4188.1	2
PB.4189.1	9
PB.4189.2	2
PB.4189.3	5
PB.4189.4	2
PB.4189.5	3
PB.4190.1	12
PB.4190.2	2
PB.4190.3	3
PB.4191.1	3
PB.4192.1	2
PB.4194.1	9
PB.4195.1	18
PB.4195.2	2
PB.4196.1	3
PB.4196.2	2
PB.4196.3	41
PB.4196.4	4
PB.4198.1	2
PB.4198.2	39
PB.4198.3	4
PB.4198.4	2
PB.4198.6	2
PB.4199.1	8
PB.4200.1	32
PB.4200.2	2
PB.4200.3	2
PB.4201.1	2
PB.4201.2	2
PB.4201.3	2
PB.4202.1	2
PB.4203.1	3
PB.4204.1	2
PB.4204.2	58
PB.4204.4	3
PB.4206.10	3
PB.4206.5	4
PB.4206.6	173
PB.4206.9	17
PB.4207.2	214
PB.4208.1	3
PB.4209.1	2
PB.4210.3	2
PB.4210.4	2
PB.4211.1	2
PB.4212.10	6
PB.4212.11	202
PB.4212.13	9
PB.4212.3	6
PB.4212.4	16
PB.4212.5	7
PB.4212.8	19
PB.4212.9	11
PB.4213.1	3
PB.4213.2	2
PB.4214.1	2
PB.4214.2	8
PB.4214.3	5
PB.4215.1	12
PB.4216.1	30
PB.4216.2	4
PB.4217.1	2
PB.4217.2	31
PB.4217.3	54
PB.4218.1	3
PB.4219.1	6
PB.4220.1	9
PB.4220.2	3
PB.4220.3	2
PB.4221.1	10
PB.4221.2	2
PB.4222.1	15
PB.4223.1	2
PB.4224.1	2
PB.4224.2	7
PB.4225.1	13
PB.4226.1	3
PB.4227.1	5
PB.4227.2	2
PB.4229.1	4
PB.4229.2	44
PB.4229.3	6
PB.4229.4	2
PB.4229.5	2
PB.4230.1	2
PB.4230.2	2
PB.4230.3	120
PB.4230.4	8
PB.4231.1	2
PB.4232.1	3
PB.4232.2	4
PB.4233.1	2
PB.4234.1	3
PB.4235.1	5
PB.4236.1	2
PB.4237.1	8
PB.4238.1	8
PB.4239.2	3
PB.4239.3	103
PB.4239.4	3
PB.4239.5	4
PB.4239.6	3
PB.4239.7	3
PB.4240.10	6
PB.4240.4	3
PB.4240.5	2
PB.4240.6	18
PB.4240.7	3
PB.4240.8	2
PB.4241.15	6
PB.4241.16	23
PB.4241.3	1047
PB.4242.1	2
PB.4242.2	2
PB.4242.3	6
PB.4243.1	2
PB.4244.1	92
PB.4244.2	2
PB.4244.5	2
PB.4244.6	15
PB.4245.1	45
PB.4245.2	4
PB.4245.3	3
PB.4245.4	2
PB.4245.5	4
PB.4246.1	11
PB.4246.2	4
PB.4247.1	16
PB.4251.1	6
PB.4251.2	2
PB.4252.1	3
PB.4252.2	2
PB.4252.3	2
PB.4253.1	2
PB.4254.2	4
PB.4254.3	2
PB.4255.1	16
PB.4255.2	2
PB.4255.3	2
PB.4255.4	2
PB.4255.5	4
PB.4255.6	2
PB.4255.7	3
PB.4256.1	13
PB.4257.1	2
PB.4257.2	3
PB.4257.3	41
PB.4257.4	5
PB.4257.6	2
PB.4257.7	3
PB.4257.9	2
PB.4258.1	15
PB.4258.2	3
PB.4259.1	12
PB.4259.2	45
PB.4259.3	2
PB.4259.4	4
PB.4259.5	2
PB.4260.1	3
PB.4261.1	5
PB.4267.2	2
PB.4268.1	2
PB.4269.1	2
PB.4269.2	2
PB.4270.1	33
PB.4270.3	2
PB.4274.2	7
PB.4275.1	2
PB.4276.1	2
PB.4278.1	3
PB.4278.2	4
PB.4280.4	2
PB.4281.1	2
PB.4284.1	2
PB.4284.2	3
PB.4286.1	5
PB.4287.1	5
PB.4287.2	2
PB.4287.3	2
PB.4287.4	5
PB.4288.1	2
PB.4288.2	9
PB.4289.1	3
PB.4289.2	2
PB.4289.3	3
PB.4290.1	2
PB.4291.1	2
PB.4291.2	2
PB.4291.4	2
PB.4292.2	15
PB.4293.1	7
PB.4294.1	2
PB.4296.1	3
PB.4297.2	29
PB.4298.1	15
PB.4298.2	4
PB.4299.1	3
PB.4300.1	3
PB.4301.1	10
PB.4302.1	2
PB.4302.2	2
PB.4303.1	10
PB.4303.3	2
PB.4303.4	5
PB.4303.6	5
PB.4306.1	2
PB.4307.2	9
PB.4307.3	2
PB.4307.4	2
PB.4308.1	3
PB.4309.1	3
PB.4310.1	2
PB.4311.1	2
PB.4312.2	6
PB.4315.1	2
PB.4316.1	3
PB.4317.1	5
PB.4318.1	8
PB.4319.1	4
PB.4320.2	5
PB.4320.3	7
PB.4321.1	2
PB.4322.1	2
PB.4322.4	3
PB.4322.5	2
PB.4322.7	2
PB.4323.1	3
PB.4326.1	2
PB.4326.2	2
PB.4330.2	5
PB.4331.3	237
PB.4331.5	9
PB.4331.6	4
PB.4331.7	7
PB.4332.1	2
PB.4333.1	6
PB.4333.2	6
PB.4334.1	4
PB.4335.1	2
PB.4336.1	55
PB.4337.1	2
PB.4337.2	2
PB.4338.1	7
PB.4339.1	2
PB.4339.2	2
PB.4339.3	2
PB.4339.4	2
PB.4339.6	7
PB.4339.7	2
PB.4339.8	2
PB.4340.1	4
PB.4340.2	4
PB.4340.3	2
PB.4341.1	9
PB.4342.1	2
PB.4343.1	2
PB.4343.3	4
PB.4343.4	2
PB.4343.5	3
PB.4343.6	184
PB.4343.7	5
PB.4343.8	2
PB.4343.9	2
PB.4344.1	2
PB.4345.1	3
PB.4346.1	2
PB.4347.1	3
PB.4348.1	2
PB.4348.2	2
PB.4348.3	8
PB.4349.1	25
PB.4349.2	2
PB.4349.3	2
PB.4349.4	3
PB.4349.5	2
PB.4351.1	6
PB.4351.2	119
PB.4351.3	6
PB.4351.4	4
PB.4352.2	2
PB.4353.2	4
PB.4353.4	5
PB.4354.1	2
PB.4355.1	4
PB.4356.1	19
PB.4356.2	29
PB.4356.3	4
PB.4357.1	5
PB.4357.2	2
PB.4357.3	2
PB.4357.4	4
PB.4357.5	7
PB.4358.1	4
PB.4359.1	27
PB.4360.1	4
PB.4360.2	4
PB.4360.3	2
PB.4361.2	2
PB.4362.1	7
PB.4363.1	6
PB.4363.2	3
PB.4363.3	2
PB.4366.1	3
PB.4366.10	3
PB.4366.11	8
PB.4366.12	3
PB.4366.13	3
PB.4366.14	2
PB.4366.2	8
PB.4366.4	3
PB.4366.5	6
PB.4366.6	6
PB.4366.7	4
PB.4366.8	2
PB.4366.9	2
PB.4367.1	9
PB.4367.2	2
PB.4368.2	2
PB.4368.5	8
PB.4368.6	9
PB.4368.8	6
PB.4369.1	11
PB.4369.2	2
PB.4370.1	85
PB.4370.2	2
PB.4370.3	2
PB.4370.4	2
PB.4371.3	2
PB.4372.1	17
PB.4372.2	3
PB.4373.1	2
PB.4373.2	3
PB.4374.1	2
PB.4375.1	9
PB.4376.1	2
PB.4376.2	2
PB.4377.1	10
PB.4377.3	4
PB.4378.1	2
PB.4378.2	92
PB.4378.3	10
PB.4379.1	2
PB.4380.1	2
PB.4381.1	2
PB.4382.1	5
PB.4382.2	2
PB.4383.1	5
PB.4383.2	2
PB.4385.4	2
PB.4386.1	4
PB.4386.2	2
PB.4387.1	2
PB.4388.1	21
PB.4388.2	6
PB.4389.2	4
PB.4389.4	2
PB.4390.1	7
PB.4391.1	9
PB.4392.1	4
PB.4392.2	2
PB.4392.3	2
PB.4393.1	2
PB.4394.1	3
PB.4394.2	12
PB.4394.3	7
PB.4395.2	2
PB.4395.3	4
PB.4395.4	9
PB.4395.5	5
PB.4396.2	6
PB.4396.3	2
PB.4396.4	2
PB.4396.5	2
PB.4397.1	2
PB.4398.2	2
PB.4398.3	2
PB.4398.4	2
PB.4398.5	2
PB.4399.1	7
PB.4399.2	2
PB.4400.1	3
PB.4400.2	2
PB.4406.1	7
PB.4408.1	5
PB.4408.2	2
PB.4409.1	3
PB.4409.3	5
PB.4409.4	2
PB.4409.5	6
PB.4409.6	2
PB.4409.7	2
PB.4410.1	3
PB.4410.2	5
PB.4410.3	2
PB.4411.1	2
PB.4411.2	6
PB.4411.3	2
PB.4412.1	33
PB.4413.1	3
PB.4416.1	3
PB.4418.1	2
PB.4419.1	2
PB.4419.3	2
PB.4420.3	17
PB.4420.4	3
PB.4421.1	3
PB.4422.1	2
PB.4424.1	28
PB.4426.1	21
PB.4429.5	2
PB.4429.6	2
PB.4430.2	3
PB.4431.1	4
PB.4431.2	111
PB.4431.3	5
PB.4431.4	6
PB.4431.6	15
PB.4431.7	2
PB.4433.1	2
PB.4435.1	2
PB.4436.1	2
PB.4437.1	9
PB.4438.1	3
PB.4441.1	6
PB.4442.1	12
PB.4442.2	2
PB.4443.1	2
PB.4444.1	8
PB.4444.2	2
PB.4445.1	2
PB.4445.2	8
PB.4446.1	2
PB.4447.1	13
PB.4448.2	6
PB.4449.1	4
PB.4450.1	2
PB.4450.2	2
PB.4451.1	2
PB.4451.3	2
PB.4452.1	3
PB.4454.1	3
PB.4455.1	2
PB.4456.1	3
PB.4456.2	4
PB.4456.4	6
PB.4456.5	5
PB.4457.1	2
PB.4458.1	2
PB.4458.2	2
PB.4459.1	9
PB.4459.2	2
PB.4460.2	2
PB.4461.2	10
PB.4462.1	16
PB.4463.1	4
PB.4463.2	74
PB.4464.10	4
PB.4464.11	3
PB.4464.12	3
PB.4464.13	2
PB.4464.14	2
PB.4464.2	2
PB.4464.3	103
PB.4464.5	2
PB.4464.6	53
PB.4464.7	2
PB.4464.9	3
PB.4465.1	28
PB.4465.2	2
PB.4466.1	6
PB.4466.3	64
PB.4466.4	7
PB.4467.1	72
PB.4467.2	2
PB.4468.1	3
PB.4469.1	4
PB.4470.2	4
PB.4471.1	38
PB.4471.2	4
PB.4472.2	4
PB.4472.3	8
PB.4472.4	13
PB.4472.5	2
PB.4472.6	2
PB.4472.7	2
PB.4472.8	3
PB.4473.1	10
PB.4473.2	4
PB.4474.1	3
PB.4475.1	2
PB.4475.2	2
PB.4476.1	21
PB.4477.1	2
PB.4477.2	72
PB.4477.3	3
PB.4478.1	3
PB.4478.10	2
PB.4478.11	2
PB.4478.12	5
PB.4478.2	2
PB.4478.3	6
PB.4478.4	5
PB.4478.5	3
PB.4478.6	2
PB.4478.7	3
PB.4478.8	7
PB.4478.9	2
PB.4479.1	5
PB.4480.1	169
PB.4480.3	467
PB.4480.4	13
PB.4480.5	7
PB.4480.6	21
PB.4480.7	23
PB.4480.8	23
PB.4480.9	8
PB.4481.1	3
PB.4481.2	2
PB.4481.3	48
PB.4482.1	5
PB.4483.1	47
PB.4483.2	3
PB.4483.3	3
PB.4484.2	2
PB.4484.3	19
PB.4485.1	2
PB.4486.1	4
PB.4486.2	2
PB.4486.3	4
PB.4486.4	2
PB.4486.5	2
PB.4487.1	36
PB.4489.1	4
PB.4493.1	2
PB.4493.2	2
PB.4495.1	5
PB.4496.1	6
PB.4496.2	10
PB.4497.1	3
PB.4497.2	2
PB.4498.1	2
PB.4499.1	6
PB.4500.1	3
PB.4500.3	10
PB.4501.1	8
PB.4501.2	31
PB.4501.3	5
PB.4502.1	5
PB.4502.2	6
PB.4502.3	2
PB.4502.4	2
PB.4503.1	2
PB.4503.2	2
PB.4503.3	2
PB.4504.1	12
PB.4504.2	9
PB.4504.3	2
PB.4505.1	18
PB.4506.1	2
PB.4506.2	2
PB.4506.3	2
PB.4507.1	3
PB.4507.2	5
PB.4508.1	17
PB.4509.1	2
PB.4510.1	9
PB.4512.1	4
PB.4512.2	4
PB.4512.3	2
PB.4512.4	2
PB.4512.5	13
PB.4513.1	5
PB.4514.1	8
PB.4514.10	9
PB.4514.11	4
PB.4514.2	11
PB.4514.3	2
PB.4514.4	4
PB.4514.5	5
PB.4514.7	10
PB.4514.8	4
PB.4515.1	4
PB.4516.1	2
PB.4518.1	2
PB.4519.1	501
PB.4520.1	2
PB.4522.1	5
PB.4523.1	5
PB.4523.2	2
PB.4524.1	3
PB.4525.1	5
PB.4525.2	2
PB.4526.1	2
PB.4526.2	3
PB.4526.3	5
PB.4526.4	2
PB.4526.5	2
PB.4527.1	2
PB.4527.2	10
PB.4527.3	2
PB.4527.4	2
PB.4528.10	8
PB.4528.11	9
PB.4528.12	6
PB.4528.13	4
PB.4528.14	10
PB.4528.15	10
PB.4528.16	6
PB.4528.17	8
PB.4528.18	6
PB.4528.19	5
PB.4528.2	2
PB.4528.3	2
PB.4528.4	2
PB.4528.5	3
PB.4528.6	2
PB.4528.7	9
PB.4528.8	10
PB.4529.1	8
PB.4530.1	2
PB.4530.2	8
PB.4530.3	2
PB.4530.4	2
PB.4530.5	4
PB.4532.1	16
PB.4532.2	14
PB.4533.1	2
PB.4534.2	14
PB.4535.1	50
PB.4535.2	2
PB.4535.4	7
PB.4535.5	2
PB.4535.6	3
PB.4536.1	11
PB.4536.2	3
PB.4536.3	2
PB.4537.1	10
PB.4538.3	89
PB.4538.4	3
PB.4538.5	3
PB.4538.6	4
PB.4538.7	2
PB.4539.1	14
PB.4540.1	2
PB.4541.2	10
PB.4541.3	2
PB.4542.1	2
PB.4542.2	21
PB.4543.1	2
PB.4544.1	2
PB.4545.2	3
PB.4546.1	6
PB.4546.2	18
PB.4547.1	14
PB.4547.2	2
PB.4547.3	2
PB.4549.1	4
PB.4550.1	5
PB.4551.1	2
PB.4552.1	30
PB.4552.2	2
PB.4553.1	5
PB.4554.1	7
PB.4555.2	3
PB.4557.1	2
PB.4558.1	16
PB.4559.1	2
PB.4560.1	3
PB.4561.1	2
PB.4561.2	19
PB.4561.3	2
PB.4562.1	5
PB.4562.2	5
PB.4562.4	37
PB.4563.1	8
PB.4563.2	4
PB.4563.3	2
PB.4563.4	2
PB.4564.1	9
PB.4564.3	2
PB.4565.1	2
PB.4565.2	2
PB.4566.1	7
PB.4566.3	54
PB.4567.1	7
PB.4568.1	2
PB.4570.1	3
PB.4570.3	4
PB.4571.1	2
PB.4571.2	2
PB.4571.3	8
PB.4571.4	4
PB.4571.5	2
PB.4572.1	13
PB.4572.2	6
PB.4572.3	8
PB.4572.4	6
PB.4572.5	2
PB.4573.1	2
PB.4573.2	2
PB.4573.3	8
PB.4573.4	59
PB.4573.5	3
PB.4574.1	7
PB.4575.1	4
PB.4576.1	3
PB.4576.2	2
PB.4577.1	3
PB.4577.2	2
PB.4577.3	27
PB.4578.1	6
PB.4579.1	3
PB.4579.10	109
PB.4579.11	7
PB.4579.12	4
PB.4579.13	6
PB.4579.14	4
PB.4579.15	5
PB.4579.16	14
PB.4579.19	5
PB.4579.2	2
PB.4579.20	15
PB.4579.21	2
PB.4579.22	2
PB.4579.23	2
PB.4579.3	2
PB.4579.4	5
PB.4579.5	2
PB.4579.6	2
PB.4579.7	4
PB.4579.8	3
PB.4579.9	15
PB.4580.1	3
PB.4581.1	2
PB.4582.1	2
PB.4582.2	18
PB.4583.1	3
PB.4584.1	3
PB.4585.1	2
PB.4586.1	4
PB.4586.2	2
PB.4588.1	2
PB.4589.1	53
PB.4589.10	5
PB.4589.2	95
PB.4589.7	7
PB.4589.8	6
PB.4589.9	5
PB.4591.1	2
PB.4591.2	16
PB.4592.10	2
PB.4592.2	50
PB.4592.3	2
PB.4592.5	4
PB.4592.6	9
PB.4592.7	49
PB.4592.8	4
PB.4593.1	9
PB.4593.2	2
PB.4593.3	28
PB.4593.4	2
PB.4593.5	3
PB.4594.1	4
PB.4595.1	2
PB.4596.1	2
PB.4596.2	2
PB.4597.1	5
PB.4597.3	78
PB.4598.1	2
PB.4598.2	3
PB.4599.1	4
PB.4599.2	2
PB.4600.1	14
PB.4601.1	2
PB.4602.1	7
PB.4606.1	2
PB.4606.2	4
PB.4607.1	3
PB.4607.2	9
PB.4607.3	2
PB.4608.1	28
PB.4608.2	2
PB.4609.1	195
PB.4609.2	5
PB.4609.3	2
PB.4610.1	28
PB.4610.2	10
PB.4612.2	5
PB.4612.3	2
PB.4614.1	3
PB.4616.1	2
PB.4618.1	2
PB.4619.2	2
PB.4619.3	2
PB.4619.4	2
PB.4619.5	3
PB.4619.6	2
PB.4622.1	10
PB.4623.2	2
PB.4624.1	2
PB.4628.1	3
PB.4628.2	2
PB.4629.1	2
PB.4629.4	2
PB.4630.1	2
PB.4631.1	13
PB.4632.1	7
PB.4633.3	2
PB.4633.4	3
PB.4633.5	2
PB.4633.6	4
PB.4635.1	2
PB.4635.2	4
PB.4635.3	5
PB.4636.1	2
PB.4636.3	2
PB.4636.4	2
PB.4636.5	3
PB.4636.6	3
PB.4638.1	2
PB.4639.1	2
PB.4640.1	4
PB.4641.1	4
PB.4641.2	2
PB.4642.1	2
PB.4643.1	4
PB.4643.2	2
PB.4644.1	27
PB.4644.2	4
PB.4644.3	3
PB.4644.4	4
PB.4646.1	3
PB.4646.2	2
PB.4646.3	2
PB.4646.4	2
PB.4647.1	2
PB.4649.1	4
PB.4650.3	3
PB.4651.1	2
PB.4654.1	2
PB.4657.1	5
PB.4658.1	2
PB.4659.2	5
PB.4659.3	2
PB.4659.4	2
PB.4661.1	2
PB.4664.1	7
PB.4664.2	4
PB.4664.3	13
PB.4664.4	2
PB.4664.5	3
PB.4664.6	3
PB.4665.1	2
PB.4666.10	3
PB.4666.11	3
PB.4666.2	70
PB.4666.3	3
PB.4666.4	3
PB.4666.5	4
PB.4666.6	2
PB.4666.7	2
PB.4666.8	3
PB.4666.9	2
PB.4667.1	38
PB.4667.3	3
PB.4667.4	2
PB.4668.2	2
PB.4668.3	3
PB.4669.1	3
PB.4670.1	3
PB.4671.1	2
PB.4672.2	5
PB.4672.4	5
PB.4672.5	4
PB.4672.6	2
PB.4672.7	2
PB.4672.8	3
PB.4673.1	14
PB.4673.2	3
PB.4673.3	20
PB.4673.4	2
PB.4673.5	3
PB.4674.1	2
PB.4675.1	4
PB.4676.1	8
PB.4679.1	4
PB.4679.10	3
PB.4679.2	13
PB.4679.3	2
PB.4679.4	3
PB.4679.5	6
PB.4679.6	2
PB.4679.7	3
PB.4679.8	2
PB.4679.9	4
PB.4681.1	2
PB.4681.2	15
PB.4681.3	6
PB.4682.1	2
PB.4683.1	2
PB.4683.2	2
PB.4684.1	2
PB.4685.10	2
PB.4685.11	3
PB.4685.14	8
PB.4685.2	10
PB.4685.3	2
PB.4685.7	9
PB.4685.8	128
PB.4686.2	2
PB.4686.3	2
PB.4687.1	45
PB.4687.2	9
PB.4688.1	3
PB.4689.1	4
PB.4690.1	3
PB.4691.1	3
PB.4692.1	2
PB.4692.2	3
PB.4692.3	4
PB.4692.5	2
PB.4692.6	2
PB.4692.7	2
PB.4694.1	9
PB.4695.1	2
PB.4696.1	4
PB.4699.1	7
PB.4702.1	3
PB.4703.1	8
PB.4703.2	5
PB.4703.3	2
PB.4703.4	2
PB.4704.1	3
PB.4705.1	3
PB.4705.10	3
PB.4705.3	14
PB.4705.4	4
PB.4705.6	3
PB.4705.8	15
PB.4705.9	6
PB.4706.1	3
PB.4706.2	5
PB.4706.3	2
PB.4707.1	4
PB.4708.1	3
PB.4708.10	2
PB.4708.4	10
PB.4708.6	4
PB.4708.7	5
PB.4708.8	7
PB.4708.9	3
PB.4710.1	5
PB.4711.1	37
PB.4712.1	4
PB.4712.2	15
PB.4712.3	2
PB.4712.4	3
PB.4713.1	4
PB.4713.2	2
PB.4714.1	2
PB.4715.1	5
PB.4716.1	2
PB.4716.2	2
PB.4717.1	6
PB.4717.2	4
PB.4718.1	119
PB.4718.5	3
PB.4718.6	2
PB.4718.8	5
PB.4719.1	3
PB.4720.1	9
PB.4721.1	10
PB.4722.1	2
PB.4723.1	7
PB.4723.2	2
PB.4724.1	2
PB.4724.2	10
PB.4724.3	3
PB.4724.4	4
PB.4724.5	3
PB.4724.6	2
PB.4724.7	2
PB.4725.1	2
PB.4725.2	6
PB.4725.3	3
PB.4725.4	2
PB.4727.1	12
PB.4727.2	6
PB.4727.3	2
PB.4727.4	2
PB.4727.5	2
PB.4729.1	27
PB.4729.2	2
PB.4730.1	6
PB.4730.2	11
PB.4731.1	3
PB.4732.1	7
PB.4732.2	2
PB.4732.3	2
PB.4732.4	4
PB.4732.6	2
PB.4734.1	45
PB.4734.2	3
PB.4734.3	2
PB.4734.4	3
PB.4734.5	3
PB.4735.1	4
PB.4735.2	6
PB.4736.2	2
PB.4736.3	2
PB.4737.1	2
PB.4737.2	4
PB.4738.1	8
PB.4738.2	2
PB.4738.3	3
PB.4739.1	14
PB.4739.2	2
PB.4740.1	2
PB.4740.2	28
PB.4742.1	2
PB.4742.2	6
PB.4742.3	2
PB.4742.4	2
PB.4742.5	2
PB.4742.6	3
PB.4742.7	2
PB.4742.8	2
PB.4743.1	32
PB.4743.2	2
PB.4743.3	3
PB.4743.4	2
PB.4744.1	3
PB.4744.3	5
PB.4745.1	2
PB.4745.2	2
PB.4746.1	5
PB.4747.1	5
PB.4748.1	2
PB.4748.10	2
PB.4748.11	2
PB.4748.3	3
PB.4748.4	9
PB.4748.5	3
PB.4748.6	2
PB.4748.8	3
PB.4748.9	2
PB.4749.1	13
PB.4750.1	16
PB.4750.2	7
PB.4750.3	5
PB.4750.4	57
PB.4750.5	2
PB.4750.6	2
PB.4750.8	2
PB.4751.1	27
PB.4751.2	2
PB.4751.3	2
PB.4751.5	2
PB.4752.1	4
PB.4753.2	37
PB.4753.3	3
PB.4754.1	7
PB.4754.2	4
PB.4754.3	29
PB.4754.4	2
PB.4754.5	2
PB.4755.1	2
PB.4755.2	6
PB.4755.3	23
PB.4755.4	2
PB.4756.1	15
PB.4757.1	3
PB.4757.3	2
PB.4758.1	28
PB.4758.2	3
PB.4759.1	2
PB.4759.2	13
PB.4762.1	2
PB.4762.2	4
PB.4764.1	2
PB.4766.2	2
PB.4767.1	2
PB.4768.1	13
PB.4769.1	5
PB.4769.2	2
PB.4771.1	15
PB.4771.2	7
PB.4772.1	2
PB.4772.2	3
PB.4773.2	23
PB.4774.1	6
PB.4774.2	2
PB.4774.3	3
PB.4774.4	3
PB.4775.1	5
PB.4775.2	3
PB.4775.3	2
PB.4780.1	2
PB.4780.2	5
PB.4781.2	2
PB.4783.1	2
PB.4783.2	28
PB.4783.3	3
PB.4784.1	3
PB.4785.1	3
PB.4786.1	5
PB.4787.1	2
PB.4787.2	2
PB.4788.1	2
PB.4789.1	4
PB.4790.1	10
PB.4790.2	2
PB.4791.1	15
PB.4791.2	3
PB.4792.1	30
PB.4793.1	2
PB.4793.2	29
PB.4794.1	3
PB.4795.2	16
PB.4795.3	3
PB.4797.2	2
PB.4797.3	67
PB.4797.5	5
PB.4797.6	6
PB.4797.7	4
PB.4797.8	9
PB.4797.9	4
PB.4798.1	2
PB.4799.1	6
PB.4800.1	2
PB.4802.1	5
PB.4803.1	3
PB.4803.2	2
PB.4803.4	2
PB.4804.1	2
PB.4806.2	46
PB.4806.3	3
PB.4807.1	15
PB.4807.2	2
PB.4807.3	2
PB.4808.1	2
PB.4810.1	8
PB.4810.2	2
PB.4810.3	6
PB.4810.4	3
PB.4811.1	3
PB.4812.1	2
PB.4813.2	46
PB.4814.1	3
PB.4814.2	2
PB.4815.1	6
PB.4816.1	5
PB.4816.2	2
PB.4816.3	2
PB.4817.1	6
PB.4819.1	99
PB.4819.2	6
PB.4822.1	2
PB.4822.2	2
PB.4823.1	2
PB.4824.1	4
PB.4824.2	2
PB.4824.3	2
PB.4825.1	2
PB.4826.1	5
PB.4826.2	2
PB.4826.3	2
PB.4826.4	4
PB.4826.5	2
PB.4828.1	2
PB.4829.2	2
PB.4830.1	2
PB.4830.3	6
PB.4831.1	9
PB.4831.2	5
PB.4832.2	2
PB.4835.1	2
PB.4835.2	11
PB.4835.3	2
PB.4836.1	2
PB.4837.1	2
PB.4838.1	2
PB.4839.1	3
PB.4839.2	3
PB.4840.1	2
PB.4841.2	2
PB.4841.3	9
PB.4842.1	12
PB.4842.3	9
PB.4843.1	2
PB.4843.2	66
PB.4843.3	2
PB.4843.4	6
PB.4843.5	3
PB.4843.6	4
PB.4843.7	7
PB.4844.1	3
PB.4844.10	5
PB.4844.11	2
PB.4844.12	2
PB.4844.5	3
PB.4844.6	90
PB.4844.8	2
PB.4845.1	2
PB.4845.2	8
PB.4845.3	64
PB.4846.1	15
PB.4846.2	22
PB.4847.2	6
PB.4848.1	5
PB.4848.3	5
PB.4849.1	8
PB.4849.3	17
PB.4850.1	13
PB.4851.1	57
PB.4851.2	2
PB.4852.1	2
PB.4853.1	2
PB.4853.2	9
PB.4854.1	6
PB.4857.1	4
PB.4858.1	9
PB.4858.2	3
PB.4859.2	11
PB.4859.3	2
PB.4861.1	3
PB.4861.2	2
PB.4861.3	2
PB.4861.4	2
PB.4861.5	8
PB.4862.1	3
PB.4863.1	3
PB.4864.1	4
PB.4865.2	3
PB.4866.1	3
PB.4867.1	2
PB.4869.1	7
PB.4870.2	2
PB.4871.1	3
PB.4873.1	12
PB.4873.2	2
PB.4873.3	2
PB.4874.1	2
PB.4875.1	7
PB.4876.1	2
PB.4876.2	2
PB.4876.3	31
PB.4876.4	2
PB.4877.1	4
PB.4877.2	2
PB.4878.1	15
PB.4878.2	2
PB.4879.1	6
PB.4880.1	2
PB.4881.1	2
PB.4882.1	5
PB.4885.1	10
PB.4885.2	4
PB.4886.1	2
PB.4886.2	3
PB.4886.3	5
PB.4886.4	27
PB.4886.5	3
PB.4886.6	7
PB.4886.7	6
PB.4887.1	5
PB.4888.2	19
PB.4888.3	4
PB.4889.1	4
PB.4889.3	20
PB.4890.2	25
PB.4890.3	2
PB.4891.1	6
PB.4892.1	12
PB.4893.1	2
PB.4893.2	2
PB.4893.3	2
PB.4893.4	2
PB.4893.5	2
PB.4893.6	2
PB.4893.7	2
PB.4894.1	9
PB.4895.1	2
PB.4896.1	7
PB.4897.2	15
PB.4898.1	5
PB.4902.1	2
PB.4902.2	2
PB.4902.3	2
PB.4902.4	2
PB.4904.1	3
PB.4904.2	2
PB.4904.4	39
PB.4905.1	2
PB.4905.2	4
PB.4906.1	2
PB.4907.1	4
PB.4907.2	4
PB.4908.1	3
PB.4909.1	2
PB.4911.1	4
PB.4911.2	2
PB.4911.3	2
PB.4911.4	2
PB.4911.5	23
PB.4911.6	2
PB.4912.1	2
PB.4912.100	7
PB.4912.104	2
PB.4912.11	7225
PB.4912.115	2
PB.4912.12	12
PB.4912.13	6
PB.4912.24	6
PB.4912.32	20
PB.4912.48	2
PB.4912.49	3
PB.4912.58	2
PB.4912.70	4
PB.4912.76	4
PB.4912.85	11
PB.4912.9	5
PB.4915.1	14
PB.4915.2	2
PB.4916.1	8
PB.4919.1	7
PB.4920.1	2
PB.4920.2	175
PB.4920.3	4
PB.4920.4	30
PB.4920.5	18
PB.4921.1	2
PB.4921.2	3
PB.4922.1	2
PB.4923.1	3
PB.4926.1	21
PB.4928.15	2
PB.4928.16	120
PB.4928.2	1266
PB.4928.27	2
PB.4928.30	6
PB.4928.35	11
PB.4928.36	11
PB.4928.37	8
PB.4928.38	6
PB.4928.39	12
PB.4928.40	4
PB.4928.41	4
PB.4928.42	25
PB.4928.43	16
PB.4928.44	47
PB.4928.6	3
PB.4928.7	3
PB.4929.1	2
PB.4929.2	4
PB.4929.3	2
PB.4930.1	6
PB.4931.1	2
PB.4932.1	7
PB.4932.2	3
PB.4933.1	5
PB.4933.2	4
PB.4934.1	5
PB.4935.1	2
PB.4935.3	20
PB.4936.1	6
PB.4937.1	3
PB.4937.2	28
PB.4937.4	2
PB.4937.5	2
PB.4937.6	3
PB.4937.7	2
PB.4938.1	69
PB.4939.1	2
PB.4940.1	15
PB.4940.3	8
PB.4940.4	2
PB.4940.5	2
PB.4941.1	2
PB.4942.1	2
PB.4942.2	2
PB.4944.1	21
PB.4945.1	18
PB.4945.2	2
PB.4945.3	2
PB.4946.1	4
